dialogueId,utteranceNo,authorRole,ENG_utterances,HIN_utterances,politeness,sentiment
PMUL4599.json,10,user,"Ok great, thanks very much!"," ठीक है बढ़िया, बहुत-बहुत धन्यवाद!",2,2
PMUL4599.json,11,agent,"You are very welcome, enjoy!"," आपका बहुत-बहुत स्वागत है, आनंद लें!",2,2
MUL1512.json,0,user,I'm looking for a train that leaves cambridge after 20:30,मुझे ऐसी ट्रेन की तलाश है जो 20:30 . के बाद कैंब्रिज से निकले,3,0
MUL1512.json,1,agent,Where would you like the train to take you?,आप चाहते हैं कि ट्रेन आपको कहाँ ले जाए?,3,0
MUL1512.json,2,user,I want to go to Leicester.,मैं लीसेस्टर जाना चाहता हूँ।,3,0
MUL1512.json,3,agent,TR3466 leaves at 22:21 would that work for you?," TR3466 22:21 पर निकलता है, क्या यह आपके काम आएगा?",3,0
MUL1512.json,4,user,"Yes, that will work fine. Will you please book it for 3 people and also provide the reference number?"," हाँ, यह ठीक काम करेगा। क्या आप कृपया इसे 3 लोगों के लिए बुक करेंगे और संदर्भ संख्या भी प्रदान करेंगे?",3,0
MUL1512.json,5,agent,Your reservation is confirmed for 3 people on Train ID TR3466. Your reference number is TB112VJL. Total fee is 113.4 GBP payable at the station.,ट्रेन आईडी TR3466 पर 3 लोगों के लिए आपके आरक्षण की पुष्टि की गई है। आपका रेफरेंस नंबर TB112VJL है। स्टेशन पर देय कुल शुल्क 113.4 जीबीपी है।,3,0
MUL1512.json,6,user,I'm also looking for a cheap place to dine that serves venetian food.,मैं भोजन करने के लिए एक सस्ते स्थान की भी तलाश कर रहा हूँ जो विनीशियन भोजन परोसता हो।,3,0
MUL1512.json,7,agent,I'm afraid we don't have any venetian restaurants in town. Is there something else that would work for you?,मुझे डर है कि शहर में हमारे पास कोई विनीशियन रेस्तरां नहीं है। क्या कुछ और है जो आपके काम आएगा?,3,1
MUL1512.json,8,user,Can you recommend a place that services spanish food?,क्या आप किसी ऐसे स्थान की सिफारिश कर सकते हैं जहां स्पेनिश भोजन परोसा जाता हो?,3,0
MUL1512.json,9,agent,La raza is located in ctre and serves spanish food.,ला रज़ा सीटर में स्थित है और स्पेनिश भोजन परोसता है।,3,0
MUL1512.json,10,user,Great. Thanks for all your help.,महान। आपकी सभी मदद का धन्यवाद।,3,2
MUL1512.json,11,agent,I hope you enjoy your train trip.,मुझे आशा है कि आप अपनी ट्रेन यात्रा का आनंद लेंगे।,3,2
PMUL3661.json,0,user,Can you suggest something to do on the east side of town?,क्या आप शहर के पूर्व की ओर कुछ करने का सुझाव दे सकते हैं?,3,0
PMUL3661.json,1,agent,There are a lot of things to do. What would you like ?,करने के लिए बहुत सी चीजें हैं। आप क्या पसंद करेंगे ?,3,0
PMUL3661.json,2,user,"Something that is entertainment, please."," कुछ ऐसा जो मनोरंजन है, कृपया।",3,0
PMUL3661.json,3,agent,I'd recommend Funky Fun House. Would you like more information?,मैं फंकी फन हाउस की सिफारिश करूंगा। क्या आप और अधिक जानकारी पसंद करेंगे?,3,0
PMUL3661.json,4,user,Yes I would like more information about the Funky Fun House.," हां, मुझे फंकी फन हाउस के बारे में अधिक जानकारी चाहिए।",3,0
PMUL3661.json,5,agent,"They are an entertainment attraction in the east. They are located at 8 Mercers Row, Industrial Estate. The postcode is cb58hy. "," वे पूर्व में एक मनोरंजन आकर्षण हैं। वे 8 मर्सर रो, इंडस्ट्रियल एस्टेट में स्थित हैं। पिन कोड cb58hy है।",3,0
PMUL3661.json,6,user,"I'm also looking for a guesthouse in the North area of town, something on the less expensive side, if possible."," मैं शहर के उत्तरी क्षेत्र में एक गेस्टहाउस भी ढूंढ रहा हूं, यदि संभव हो तो कम खर्चीला तरफ कुछ।",3,0
PMUL3661.json,7,agent,I'd recommend acorn guest house. It's moderately priced with free internet and parking. Would you like a room?,मैं एकोर्न गेस्ट हाउस की सलाह दूंगा। यह मुफ्त इंटरनेट और पार्किंग के साथ मामूली कीमत पर है। क्या आप एक कमरा चाहेंगे?,3,0
PMUL3661.json,8,user,yes book for 6 people for 3 nights starting from Friday,हाँ शुक्रवार से शुरू होने वाली 3 रातों के लिए 6 लोगों के लिए बुक करें,3,0
PMUL3661.json,9,agent,Booking was successful. Reference number is : 9VNGOGLF. Is there anything else I can help you with?,बुकिंग सफल रही। संदर्भ संख्या है: 9वीएनजीओजीएलएफ। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,0
PMUL3661.json,10,user,That would be all thank you goodbye,यही सब होगा धन्यवाद अलविदा,3,2
PMUL3661.json,11,agent,Thanks for letting us assist you today.  Have a great trip!,आज हमें आपकी सहायता करने देने के लिए धन्यवाद। आपका यात्रा शुभ हो!,3,2
SSNG0070.json,0,user,"Hi, I'm looking for an expensive restaurant that serves British cuisine."," नमस्ते, मैं एक महंगे रेस्तरां की तलाश कर रहा हूँ जो ब्रिटिश व्यंजन परोसता है।",1,0
SSNG0070.json,1,agent,We have six. Do you have a preferred area of town?,हमारे पास छह हैं। क्या आपके पास शहर का पसंदीदा क्षेत्र है?,1,0
SSNG0070.json,2,user,No preferred area but I need to know if I can book a table for Saturday.,कोई पसंदीदा क्षेत्र नहीं है लेकिन मुझे यह जानने की जरूरत है कि क्या मैं शनिवार के लिए टेबल बुक कर सकता हूं।,1,0
SSNG0070.json,3,agent,What time on Saturday and for how many people were you looking to book for?,शनिवार को कितने बजे और कितने लोगों के लिए बुक करना चाहते थे?,1,0
SSNG0070.json,4,user,There will be 3 of us at 14:15.,14:15 बजे हम में से 3 होंगे।,1,0
SSNG0070.json,5,agent,I was able to book a table at the grafton hotel they also serve british. Your reference number is 1ULFDV2T.," मैं ग्रैटन होटल में एक टेबल बुक करने में सक्षम था, वे भी ब्रिटिशों की सेवा करते हैं। आपकी संदर्भ संख्या 1ULFDV2T है।",1,0
SSNG0070.json,6,user,Thank you so much!,बहुत-बहुत धन्यवाद!,2,2
SSNG0070.json,7,agent,Enjoy the rest of you day,आप बाकी दिनों का आनंद लें,1,2
PMUL4287.json,0,user,Can you help me find a place to go in the west part of town?,क्या आप मुझे शहर के पश्चिमी भाग में जाने के लिए जगह खोजने में मदद कर सकते हैं?,3,0
PMUL4287.json,1,agent,Did you have a specific place in mind?,क्या आपके मन में कोई विशिष्ट स्थान था?,3,0
PMUL4287.json,2,user,Not really - what's your favorite?,वास्तव में नहीं - आपका पसंदीदा क्या है?,3,0
PMUL4287.json,3,agent,Whale of a time is a great place if you are into entertainment.,अगर आप मनोरंजन के क्षेत्र में हैं तो व्हेल ऑफ ए टाइम एक बेहतरीन जगह है।,3,0
PMUL4287.json,4,user,What kind of attraction is that?,वह कैसा आकर्षण है?,3,0
PMUL4287.json,5,agent,"It's an softplace area with an aquatic theme.  Great for the whole family, especially the younger ones!"," यह एक जलीय विषय के साथ एक सॉफ्टप्लेस क्षेत्र है। पूरे परिवार के लिए बढ़िया, खासकर छोटे बच्चों के लिए!",3,2
PMUL4287.json,6,user,that will be good. i also want information about pizza express,वो अच्छा होगा। मुझे पिज़्ज़ा एक्सप्रेस के बारे में भी जानकारी चाहिए,3,2
PMUL4287.json,7,agent,pizza express is italian and loated in the centre with moderate pricing	telephone # is 01223324033,पिज्जा एक्सप्रेस इतालवी है और मध्यम कीमत वाले टेलीफोन के साथ केंद्र में उपलब्ध है # 01223324033 . है,3,0
PMUL4287.json,8,user,wonderful. thank you for your help today.,प्रशंसनीय। आज आपकी मदद के लिए धन्यवाद।,3,2
PMUL4287.json,9,agent,Thank you and have a wonderful time!,धन्यवाद और आपका समय अच्छा बीते!,3,2
SNG01196.json,0,user,I am looking for a restaurant. The restaurant should serve world food and should be in the centre,मुझे एक रेस्तरां की तलाश है. रेस्तरां को विश्व भोजन परोसना चाहिए और केंद्र में होना चाहिए,3,0
SNG01196.json,1,agent,"Unfortunately, I couldn't find a restaurant that serves that kind of food in that area."," दुर्भाग्य से, मुझे उस क्षेत्र में उस तरह का भोजन परोसने वाला रेस्तरां नहीं मिला।",3,1
SNG01196.json,2,user,What expensive restaurants are there?,वहाँ कौन से महंगे रेस्तरां हैं?,3,0
SNG01196.json,3,agent,The cambridge chop house is expensive and it's british food. Is that okay?,कैम्ब्रिज चॉप हाउस महंगा है और यह ब्रिटिश खाना है। क्या ये ठीक है?,3,0
SNG01196.json,4,user,No. Try looking for a restaurant that serves Korean food.,नहीं। ऐसे रेस्तरां की तलाश करें जो कोरियाई भोजन परोसता हो।,3,1
SNG01196.json,5,agent,I found the Little Seoul restaurant. Would you like me to make a reservation?,मुझे लिटिल सियोल रेस्तरां मिला। क्या आप चाहते हैं कि मैं आरक्षण करूं?,3,0
SNG01196.json,6,user,"Yes, a table for two."," हाँ, दो के लिए एक टेबल।",3,0
SNG01196.json,7,agent,"I'd be happy to reserve for you, what day and time are you looking for?"," मुझे आपके लिए आरक्षित करने में खुशी होगी, आप किस दिन और समय की तलाश कर रहे हैं?",3,2
SNG01196.json,8,user,"Thank you, I need a reservation for 2 people at 13:15 on Monday.","धन्यवाद, मुझे सोमवार को 13:15 बजे 2 लोगों के लिए आरक्षण चाहिए।",3,0
SNG01196.json,9,agent,"GG3DCUFD is your confirmation code, may I help you with anything else?"," GG3DCUFD आपका पुष्टिकरण कोड है, क्या मैं किसी और चीज़ में आपकी मदद कर सकता हूँ?",3,0
SNG01196.json,10,user,No that was everything. Thanks,नहीं वह सब कुछ था। धन्यवाद,3,0
SNG01196.json,11,agent,Thank you for using our services.,हमारी सेवाओं का उपयोग करने के लिए धन्यवाद।,3,2
DMAGE1819.json,0,user,I am looking for a train,मैं एक ट्रेन की तलाश में हूँ,0,0
DMAGE1819.json,1,agent,The phone is 01223358966 .,फोन 01223358966 है।,0,0
DMAGE1819.json,2,user,I am looking for a train that departs from cambridge and arrives at stevenage on sunday,मैं एक ऐसी ट्रेन की तलाश में हूँ जो कैंब्रिज से चलकर रविवार को स्टीवनेज पर पहुंचे,0,1
DMAGE1819.json,3,agent,Where did you want to depart from ?,आप कहाँ से प्रस्थान करना चाहते थे?,0,0
DMAGE1819.json,4,user,Cambridge,कैंब्रिज,0,0
DMAGE1819.json,5,agent,There are 404 . Where did you want to depart from ?,404 हैं। आप कहाँ से प्रस्थान करना चाहते थे?,0,1
DMAGE1819.json,6,user,Cambridge,कैंब्रिज,0,1
DMAGE1819.json,7,agent,It arrives at 05:51 . I would say you should leave by 05:00.,यह 05:51 बजे आता है। मैं कहूंगा कि आपको 05:00 बजे तक निकल जाना चाहिए।,0,0
DMAGE1819.json,8,user,Are there any that depart after 09:15,क्या कोई हैं जो 09:15 . के बाद प्रस्थान करते हैं?,0,0
DMAGE1819.json,9,agent,It should arrive by 05:51. Their ID is TR7423 . There is a train that leaves at 05:00 .,यह 05:51 तक पहुंच जाना चाहिए। उनकी आईडी TR7423 है। एक ट्रेन है जो 05:00 बजे निकलती है।,0,0
DMAGE1819.json,10,user,What is the price of Train TR7423,ट्रेन TR7423 की कीमत क्या है,0,0
DMAGE1819.json,11,agent,The price is 18.88 pounds per ticket .,कीमत 18.88 पाउंड प्रति टिकट है।,0,0
DMAGE1819.json,12,user,Do you know of any attractions in the east?,क्या आप पूर्व में किसी आकर्षण के बारे में जानते हैं?,0,0
DMAGE1819.json,13,agent,"It is in the east of the city. Sure , there are 10 for you to choose from . What kind of attraction are you interested in ?"," यह शहर के पूर्व में है। निश्चित रूप से, आपके लिए चुनने के लिए 10 हैं। आप किस तरह के आकर्षण में रुचि रखते हैं?",0,0
DMAGE1819.json,14,user,Any kind of attraction,किसी भी प्रकार का आकर्षण,0,0
DMAGE1819.json,15,agent,How about abbey pool and astroturf pitch ? they 're pretty fun . All Saints Church has some lovely swimmingpool . Does that suit your needs ? Is there anything else I can help you with ?,अभय पूल और एस्ट्रोटर्फ पिच के बारे में क्या? वे बहुत मजेदार हैं। ऑल सेंट्स चर्च में कुछ प्यारा स्विमिंग पूल है। क्या यह आपकी आवश्यकताओं के अनुरूप है? क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,0,2
DMAGE1819.json,16,user,What is the entrace fee for abbey pool and astroturf pitch?,अभय पूल और एस्ट्रोटर्फ पिच के लिए प्रवेश शुल्क क्या है?,0,0
DMAGE1819.json,17,agent,The entry fee is ? .,प्रवेश शुल्क है ? .,0,1
DMAGE1819.json,18,user,What is the entry fee of All Saints Church?,ऑल सेंट्स चर्च का प्रवेश शुल्क क्या है?,0,1
DMAGE1819.json,19,agent,"The entry fee is none . Here is the phone number , none . Did you need any further assistance today ?"," प्रवेश शुल्क कोई नहीं है। यहाँ फ़ोन नंबर है, कोई नहीं। क्या आपको आज किसी और सहायता की आवश्यकता थी?",0,1
DMAGE1819.json,20,user,No,नहीं,0,1
DMAGE1819.json,21,agent,Where are you heading to ?,तुम्हारा जीवन किधर की ओर जा रहा है ?,0,0
SNG0848.json,0,user,"Good Afternoon, I am looking for a place to stay on the east side in a guest house"," शुभ दोपहर, मैं एक गेस्ट हाउस में पूर्व दिशा में ठहरने के लिए जगह ढूंढ रहा हूँ",2,0
SNG0848.json,1,agent,There are 6 possible places that fit your request. Would you like more information or to add additional search preferences?,आपके अनुरोध के अनुरूप 6 संभावित स्थान हैं। क्या आप अधिक जानकारी चाहते हैं या अतिरिक्त खोज प्राथमिकताएं जोड़ना चाहते हैं?,2,0
SNG0848.json,2,user,Can you see if any of them offer free parking?,क्या आप देख सकते हैं कि क्या उनमें से कोई मुफ्त पार्किंग की पेशकश करता है?,0,0
SNG0848.json,3,agent,5 of the guesthouses offer parking. What is your price range preference?,5 गेस्टहाउस में पार्किंग की सुविधा है। आपकी मूल्य सीमा वरीयता क्या है?,0,0
SNG0848.json,4,user,"Honestly, any price range will do. Can you suggest one for me and help me with booking a room? "," ईमानदारी से, कोई भी मूल्य सीमा करेगा। क्या आप मेरे लिए एक सुझाव दे सकते हैं और एक कमरा बुक करने में मेरी मदद कर सकते हैं?",0,0
SNG0848.json,5,agent,"Absolutely. Can I suggest the Warkworth House at a moderate price range, or the Autumn House at a cheap price range. Do either of these interest you?","बिल्कुल। क्या मैं वार्कवर्थ हाउस को मध्यम मूल्य सीमा पर, या ऑटम हाउस को सस्ते मूल्य सीमा पर सुझा सकता हूं। क्या इनमें से किसी में आपकी रुचि है?",0,0
SNG0848.json,6,user,I would consider both.  I need to book for three people and 5 nights starting on Thursday.  Can either of them offer that?,मैं दोनों पर विचार करूंगा। मुझे गुरुवार से शुरू होने वाले तीन लोगों और 5 रातों के लिए बुकिंग करनी है। क्या उनमें से कोई यह पेशकश कर सकता है?,0,0
SNG0848.json,7,agent,I am having difficulty booking either of the. Can you find another day or time that would suit you?,मुझे इनमें से किसी एक की बुकिंग करने में कठिनाई हो रही है। क्या आप एक और दिन या समय ढूंढ सकते हैं जो आपके अनुकूल हो?,0,0
SNG0848.json,8,user,I really need to stay during that time frame. Would you mind checking again?,मुझे वास्तव में उस समय सीमा के दौरान रहने की जरूरत है। क्या आप दोबारा जांच करने का मन करेंगे?,2,0
SNG0848.json,9,agent,"OK, you're all booked for 3 nights at the Warkworth House, starting Thursday. Your reference number is AC1NVW47. Can I help with anything else today?"," ठीक है, आप सभी गुरुवार से शुरू होने वाले Warkworth House में 3 रातों के लिए बुक हैं। आपकी संदर्भ संख्या AC1NVW47 है। क्या मैं आज किसी और चीज में मदद कर सकता हूं?",0,0
SNG0848.json,10,user,"No, that will be all. Thanks!"," नहीं, बस इतना ही होगा। धन्यवाद!",2,2
SNG0848.json,11,agent,You're welcome. Goodbye!,आपका स्वागत है। अलविदा!,2,2
MUL0026.json,0,user,I am looking a hotel to stay in. Could you find me one on the more expensive side? But it doesn't need free parking.,मैं ठहरने के लिए एक होटल की तलाश कर रहा हूँ। क्या आप मुझे अधिक महंगे होटल में ढूँढ़ सकते हैं? लेकिन इसके लिए मुफ्त पार्किंग की जरूरत नहीं है।,2,0
MUL0026.json,1,agent,"Sorry, nothing falls under those categories. Shall I check one WITH free parking?"," क्षमा करें, उन श्रेणियों के अंतर्गत कुछ भी नहीं आता है। क्या मैं मुफ्त पार्किंग के साथ एक की जांच करूंगा?",2,1
MUL0026.json,2,user,"Yes, give that a try please. I also need free wifi."," हां, कृपया इसे आजमाएं। मुझे भी फ्री वाईफाई चाहिए।",0,0
MUL0026.json,3,agent,May I recommend the express by holiday inn cambridge? I'd like to know how many people are staying as well.,क्या मैं हॉलिडे इन कैम्ब्रिज द्वारा एक्सप्रेस की सिफारिश कर सकता हूं? मैं यह भी जानना चाहता हूं कि कितने लोग रह रहे हैं।,2,0
MUL0026.json,4,user,That sounds good.  I need to check the number of people before I book.,यह अच्छा रहेगा. बुक करने से पहले मुझे लोगों की संख्या की जांच करनी होगी।,0,2
MUL0026.json,5,agent,I have 5 different lovely hotels. How many are we booking for please?,मेरे पास 5 अलग-अलग प्यारे होटल हैं। हम कृपया कितने के लिए बुकिंग कर रहे हैं?,0,2
MUL0026.json,6,user,"I'm not sure yet, but I'll probably only need one room. I forgot to mention, the hotel needs to be located in the centre of town. "," मैं अभी तक निश्चित नहीं हूँ, लेकिन मुझे शायद केवल एक कमरे की आवश्यकता होगी। मैं उल्लेख करना भूल गया, होटल को शहर के केंद्र में स्थित होना चाहिए।",0,0
MUL0026.json,7,agent,"There are two expensive hotels centrally located with free WIFI and parking.  The University Arms Hotel has a 4 star rating, would you like more information about it?","मुफ़्त वाईफ़ाई और पार्किंग के साथ केंद्र में स्थित दो महंगे होटल हैं। यूनिवर्सिटी आर्म्स होटल को 4 स्टार रेटिंग मिली है, क्या आप इसके बारे में अधिक जानकारी चाहते हैं?",0,0
MUL0026.json,8,user,"Yes. I am interested to know the postcode, and if it is a hotel or guesthouse."," हाँ। मुझे पिन कोड जानने में दिलचस्पी है, और अगर यह एक होटल या गेस्टहाउस है।",0,0
MUL0026.json,9,agent,"It is a hotel, and it has the postcode of cb21ad. Is there anything else I can help you with today?"," यह एक होटल है, और इसमें cb21ad का पिन कोड है। क्या आज मैं आपकी कुछ और मदद कर सकता हूँ?",0,0
MUL0026.json,10,user,"Yes, I'm looking for a chinese restaurant in the same part of town as the hotel. What's around?"," हां, मैं शहर के उसी हिस्से में एक चीनी रेस्तरां ढूंढ रहा हूं जहां होटल है। आसपास क्या है?",0,0
MUL0026.json,11,agent,"We have many Chinese restaurants in the center of town, ranging from cheap to expensive. Does price range matter?"," हमारे पास शहर के केंद्र में कई चीनी रेस्तरां हैं, जिनमें सस्ते से लेकर महंगे तक शामिल हैं। क्या मूल्य सीमा मायने रखती है?",0,0
MUL0026.json,12,user,"No, it does not. Please give me the address, phone number, and postcode of any 1 restaurant that matches my criteria."," नही वो नही। कृपया मुझे मेरे मानदंड से मेल खाने वाले किसी 1 रेस्तरां का पता, फोन नंबर और पिनकोड दें।",2,0
MUL0026.json,13,agent,"Let's go with jinling noodle bar. The address is 11 Peas Hill City Centre, the phone number is 01223566188 and the postcode is cb23pp."," चलो जिनलिंग नूडल बार के साथ चलते हैं। पता 11 मटर हिल सिटी सेंटर है, फोन नंबर 01223566188 है और पिन कोड cb23pp है।",0,0
MUL0026.json,14,user,That's great. Thank you so much for all of your help today.,एक दम बढ़िया। आज आप सभी की मदद के लिए बहुत-बहुत धन्यवाद।,2,2
MUL0026.json,15,agent,Okay. Glad I could be of assistance.,ठीक। खुशी है कि मैं सहायता कर सका।,0,2
MUL0026.json,16,user,I think that will be all,मुझे लगता है कि यह सब होगा,0,2
MUL0026.json,17,agent,Have a wonderful trip.,एक अद्भुत यात्रा हो।,0,2
PMUL1723.json,0,user,Can you help me find a train out of Cambridge that leaves after 10:30?,क्या आप कैंब्रिज से 10:30 के बाद निकलने वाली ट्रेन खोजने में मेरी मदद कर सकते हैं?,3,0
PMUL1723.json,1,agent,I sure can!  The TR1502 leaves at 11:00. Would that work?,मुझसे बिलकुल हो जाएगा! TR1502 11:00 बजे निकलती है। क्या इससे काम हो जायेगा?,3,2
PMUL1723.json,2,user,I am looking to travel Sunday going to Stevenage. Does that train travel on that day?,मैं रविवार को स्टीवनेज जाने के लिए यात्रा करना चाह रहा हूँ। क्या वह ट्रेन उस दिन यात्रा करती है?,3,0
PMUL1723.json,3,agent,"That train does not travel on Sunday, but TR8464 leaves at 11:21 if that will work for you. Would you like me to book you a ticket?"," वह ट्रेन रविवार को यात्रा नहीं करती है, लेकिन TR8464 11:21 पर निकलती है यदि वह आपके लिए काम करेगी। क्या आप चाहते हैं कि मैं आपके लिए टिकट बुक करूं?",3,0
PMUL1723.json,4,user,"Yes, that will work for me.  Can you please make a booking for 7 people?"," हाँ, यह मेरे लिए काम करेगा। क्या आप कृपया 7 लोगों के लिए बुकिंग कर सकते हैं?",3,0
PMUL1723.json,5,agent,"Yes,I will book it for 7,is there anything else I can do for you ?"," हां, मैं इसे 7 के लिए बुक करूंगा, क्या मैं आपके लिए और कुछ कर सकता हूं?",3,0
PMUL1723.json,6,user,"Well yeah, I would need the reference number if you booked it?"," हाँ, अगर आपने इसे बुक किया है तो मुझे संदर्भ संख्या की आवश्यकता होगी?",3,0
PMUL1723.json,7,agent,"The total fee is 71.68 GBP payable at the station .
Reference number is : DSIQUE20",स्टेशन पर देय कुल शुल्क 71.68 GBP है। संदर्भ संख्या है: DSIQUE20,3,0
PMUL1723.json,8,user,Thank you. I'm also looking for a hotel in the south area of town. It needs to be a hotel. Can you recommend any?,शुक्रिया। मैं शहर के दक्षिण क्षेत्र में एक होटल भी ढूंढ रहा हूं। यह एक होटल होना चाहिए। क्या आप कोई सिफारिश कर सकते हैं?,3,2
PMUL1723.json,9,agent,I recommend the Lensfield Hotel.  It is 3 stars.  Would you like to make a booking.,मैं लेंसफील्ड होटल की सलाह देता हूं। यह 3 स्टार है। क्या आप बुकिंग करना चाहते हैं।,3,0
PMUL1723.json,10,user,Just give me the postcode please and tell me if they offer parking,कृपया मुझे पिन कोड दें और मुझे बताएं कि क्या वे पार्किंग की पेशकश करते हैं,3,0
PMUL1723.json,11,agent,The hotel does offer parking and the postcode is cb21en.,होटल में पार्किंग की सुविधा है और पिन कोड cb21en है।,3,0
PMUL1723.json,12,user,Great. Thank you for all your help.,महान। आपकी मदद के लिए धन्यवाद।,3,2
PMUL1723.json,13,agent,You're welcome.  Thank you for calling the Cambridge TownInfo Centre. Have a great day!,आपका स्वागत है। कैम्ब्रिज टाउनइन्फो सेंटर को कॉल करने के लिए धन्यवाद। आपका दिन अच्छा रहे!,3,2
PMUL2103.json,0,user,Can you tell me some colleges that I could go to in town?,क्या आप मुझे कुछ ऐसे कॉलेज बता सकते हैं जिनमें मैं शहर में जा सकता हूँ?,0,0
PMUL2103.json,1,agent,"Sure, what specific area of town are you interested in?"," ज़रूर, शहर के किस खास इलाके में आपकी दिलचस्पी है?",0,0
PMUL2103.json,2,user,I'm looking on the east side of town.,मैं शहर के पूर्व की ओर देख रहा हूँ।,0,0
PMUL2103.json,3,agent,"I am sorry, but I have not found any colleges in the specific area you requested. "," मुझे खेद है, लेकिन मुझे आपके द्वारा अनुरोधित विशिष्ट क्षेत्र में कोई कॉलेज नहीं मिला है।",0,1
PMUL2103.json,4,user,"Ok, how about a museum in the east?"," ठीक है, पूर्व में एक संग्रहालय के बारे में क्या?",0,0
PMUL2103.json,5,agent,Okay. There are four museums in that area. I recommend the Cambridge Artworks. It is free admission.,ठीक। उस क्षेत्र में चार संग्रहालय हैं। मैं कैम्ब्रिज आर्टवर्क्स की अनुशंसा करता हूं। यह निःशुल्क प्रवेश है।,0,0
PMUL2103.json,6,user,"That sounds nice can I please get a postcode, entrance fee, and phone number."," यह अच्छा लगता है क्या मुझे एक पोस्टकोड, प्रवेश शुल्क और फोन नंबर मिल सकता है।",0,2
PMUL2103.json,7,agent,"The phone number is 0122390268, postcode is cb13ef and there is no fee. May I help you with anything else?"," फोन नंबर 0122390268 है, पिन कोड cb13ef है और कोई शुल्क नहीं है। क्या मैं आपकी किसी और चीज में मदद कर सकता हूं?",2,0
PMUL2103.json,8,user,I am looking for a restaurant called The Copper Kettle.,मैं द कॉपर केटल नाम का एक रेस्तरां ढूंढ रहा हूं।,0,0
PMUL2103.json,9,agent,"Okay, The Copper Kettle is located on 4 Kings Parade in the city centre. Would you like me to make a reservation for you?","ठीक है, कॉपर केटल शहर के केंद्र में 4 किंग्स परेड पर स्थित है। क्या आप चाहते हैं कि मैं आपके लिए आरक्षण करूँ?",2,0
PMUL2103.json,10,user,I need reservations for 2 people at 13:30 on saturday.,मुझे शनिवार को 13:30 बजे 2 लोगों के लिए आरक्षण चाहिए।,0,0
PMUL2103.json,11,agent,Sure! Booking was successful and your reference number is PMI1IGTJ.,ज़रूर! बुकिंग सफल रही और आपकी संदर्भ संख्या PMI1IGTJ है।,2,2
PMUL2103.json,12,user,I would also like to book a taxi to commute between the two places.,मैं दो स्थानों के बीच आने-जाने के लिए एक टैक्सी भी बुक करना चाहूंगा।,0,0
PMUL2103.json,13,agent,Your taxi is booked! You will be picked up in a black tesla and their contact number is 07542406962. Is there anything else I can help with?,आपकी टैक्सी बुक हो गई है! आपको एक काले रंग के टेस्ला में उठाया जाएगा और उनका संपर्क नंबर 07542406962 है। क्या मैं कुछ और मदद कर सकता हूं?,2,0
PMUL2103.json,14,user,Thank you no that will be all!," धन्यवाद नहीं, वह सब होगा!",2,2
PMUL2103.json,15,agent,Have a nice day.,आपका दिन शुभ हो।,2,2
SNG0862.json,0,user,Hello. I am needing some help finding a cheap room.,नमस्ते। मुझे एक सस्ता कमरा खोजने में कुछ मदद चाहिए।,2,0
SNG0862.json,1,agent,I can absolutely help with that. Do you have any additional preferences?,मैं इसमें बिल्कुल मदद कर सकता हूं। क्या आपकी कोई अतिरिक्त प्राथमिकताएं हैं?,1,0
SNG0862.json,2,user,"Yes, I would like it to be a guesthouse and I need free wifi!"," हाँ, मैं चाहूंगा कि यह एक गेस्टहाउस हो और मुझे मुफ़्त वाई-फ़ाई चाहिए!",2,2
SNG0862.json,3,agent,I see a few choices here. Do you have any other requirements?,मुझे यहां कुछ विकल्प दिखाई दे रहे हैं। क्या आपकी कोई अन्य आवश्यकताएं हैं?,1,0
SNG0862.json,4,user,How about something that is 4-star rated?,किसी ऐसी चीज़ के बारे में जो 4-सितारा रेटेड हो?,1,0
SNG0862.json,5,agent,There are 7 gueshouses that meet your requirements. Is there an area of town that you prefer?,आपकी आवश्यकताओं को पूरा करने वाले 7 गेसहाउस हैं। क्या शहर का कोई क्षेत्र है जिसे आप पसंद करते हैं?,1,0
SNG0862.json,6,user,Not really.  Anywhere will do.,ज़रुरी नहीं। कहीं भी करेंगे।,1,0
SNG0862.json,7,agent,Would you like me to make a booking for you.,क्या आप चाहते हैं कि मैं आपके लिए बुकिंग करवाऊं।,2,0
SNG0862.json,8,user,"No, that's not needed. Just give me the name address and phone number of one of these hotels."," नहीं, इसकी जरूरत नहीं है। बस मुझे इनमें से किसी एक होटल का नाम पता और फोन नंबर दीजिए।",1,0
SNG0862.json,9,agent,"Can I recommend autumn house located at 710 newmarket road, the phone number is 01223575122."," क्या मैं 710 न्यूमार्केट रोड पर स्थित ऑटम हाउस की सिफारिश कर सकता हूं, फोन नंबर 01223575122 है।",1,0
SNG0862.json,10,user,"awesome, thanks for assistance!"," बढ़िया, सहायता के लिए धन्यवाद!",2,2
SNG0862.json,11,agent,"always there for help, enjoy your stay!"," हमेशा मदद के लिए, अपने प्रवास का आनंद लें!",2,2
SNG0408.json,0,user,I am looking for a train to London Kings Cross that departs after 08:15.,मैं लंदन किंग्स क्रॉस के लिए एक ट्रेन ढूंढ रहा हूं जो 08:15 के बाद प्रस्थान करती है।,0,0
SNG0408.json,1,agent,What day would you like to travel?,आप किस दिन यात्रा करना चाहेंगे?,0,0
SNG0408.json,2,user,I'll be travelling on a Wednesday.,मैं बुधवार को यात्रा करूँगा।,0,0
