ENG_utterances,HIN_utterances,politeness,sentiment
"Fantastic! Here's your seat number K17 which is a window seat, Is that okay for you?"," ज़बरदस्त! ये रहा आपकी सीट नंबर K17 जो कि विंडो सीट है, क्या यह आपके लिए ठीक है?",3,2
no thanks," जी नहीं, धन्यवाद",3,1
May I know why you want to change the seat even before knowing which seat is allotted to you?," क्या मुझे पता है कि आपको कौन सी सीट आवंटित की गई है, यह जानने से पहले ही आप सीट क्यों बदलना चाहते हैं?",2,1
You're welcome! Would there be anything else I may assist you with?,आपका स्वागत है! क्या कुछ और होगा जिसमें मैं आपकी सहायता कर सकूं?,3,2
Thanks Thamana! Please allow me a moment to check the seat details and get back to you.,धन्यवाद थमाना! कृपया मुझे सीट के विवरण की जांच करने और आपसे संपर्क करने के लिए कुछ समय दें।,3,0
aravindh s58i58,अरविंद एस58आई58,0,0
"Thank You! May I also know the 6 chartered booking confirmation number?
",धन्यवाद! क्या मैं 6 चार्टर्ड बुकिंग पुष्टिकरण संख्या भी जान सकता हूँ?,3,0
Also the date of journey please?,कृपया यात्रा की तारीख भी बताएं?,3,0
PARVATHY0@GMAIL.COM,PARVATHY0@GMAIL.COM,0,0
no thanks," जी नहीं, धन्यवाद",3,1
Good bye,अलविदा,3,0
"Sorry, can you send my boarding pass to that email, please?"," क्षमा करें, क्या आप मेरा बोर्डिंग पास उस ईमेल पर भेज सकते हैं, कृपया?",3,0
Check my seat assignment and decide to change it,मेरे सीट असाइनमेंट की जांच करें और इसे बदलने का फैसला करें,2,1
i  went to my sent no,मैं अपने भेजे गए नंबर पर गया,2,1
"Hello there, how may I assist you today?
"," नमस्ते, मैं आज आपकी कैसे सहायता कर सकता हूँ?",3,0
"I really appreciate for your patience, there's L3 (Middle) seat assigned to you. "," मैं वास्तव में आपके धैर्य की सराहना करता हूं, आपको एल3 (मध्य) सीट सौंपी गई है।",3,2
"Thanks for staying connected, I've checked the details the seat allotted to you is 5D it is a middle row. Is that okay?","जुड़े रहने के लिए धन्यवाद, मैंने विवरण की जांच की है कि आपको आवंटित सीट 5D है, यह एक मध्य पंक्ति है। क्या ये ठीक है?",3,0
"Thank you Jesse, please give me a minute to proceed further."," धन्यवाद जेसी, कृपया मुझे आगे बढ़ने के लिए एक मिनट दें।",3,0
thank you.,शुक्रिया।,3,2
"Just to confirm, would you liek to change your seat now? "," बस पुष्टि करने के लिए, क्या आप अभी अपनी सीट बदलना चाहेंगे?",3,0
ANAND & SDF458,आनंद और एसडीएफ458,0,0
6 CHARACTERS  WITH BOTH LETTERS AND NUMBERS.,6 अक्षर और संख्या दोनों के साथ।,0,0
"Jack I'd like to inform you that the booking confirmation number consists of letters and numbers. Hence, could you please check with your number and inform the right one? "," जैक मैं आपको सूचित करना चाहता हूँ कि बुकिंग पुष्टिकरण संख्या में अक्षर और संख्याएँ होती हैं। इसलिए, क्या आप कृपया अपने नंबर से जांच कर सकते हैं और सही सूचना दे सकते हैं?",3,0
"Fantastic!  Here's your seat number K17 which is a window seat, Is that okay for you?"," ज़बरदस्त! ये रहा आपकी सीट नंबर K17 जो कि विंडो सीट है, क्या यह आपके लिए ठीक है?",2,2
09/04/2018,09/04/2018,0,0
Hello!,नमस्ते!,3,0
hi,नमस्ते,2,0
Good morning,सुबह बख़ैर,3,2
"Hello! Welcome to Sky Travel. How may I help you, today?",नमस्ते! स्काई ट्रैवल में आपका स्वागत है। मैं आज आपकी क्या मदद कर सकता हूँ?,3,0
Perfect! Is there anything else I may help you with?,उत्तम! क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
i need a window,मुझे एक खिड़की चाहिए,1,0
Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,ज़बरदस्त! हमसे संपर्क की पहल के लिए आपका धन्यवाद। यादगार यात्रा हो। अलविदा।,3,2
Hello,नमस्ते,2,0
I'm David,मैं डेविड हूँ,1,0
are you there,आप वहाँ हैं,1,0
delhi to dubai,दुबई से दिल्ली,2,0
chandra sekaran,चंद्र शेखरनी,2,0
My pleasure. Thank you fro reaching out to us. Good day!,मेरा सौभाग्य। हमसे संपर्क करने के लिए धन्यवाद। अच्छा दिन!,3,2
X675438,X675438,0,0
I see that Jet Airways is serving the cheapest flight from Delhi to Dubai. It departs at 7:30AM and arrives at 11:30AM>,मैं देख रहा हूं कि जेट एयरवेज दिल्ली से दुबई के लिए सबसे सस्ती फ्लाइट परोस रहा है। यह सुबह 7:30 बजे निकलती है और 11:30 बजे आती है>,2,0
hi,नमस्ते,2,0
I prefer mornings,मुझे सुबह पसंद है,2,0
Thanks! I'd like to inform you that the boarding pass has been successfully mailed to your email address.,धन्यवाद! मैं आपको सूचित करना चाहता हूं कि बोर्डिंग पास सफलतापूर्वक आपके ईमेल पते पर भेज दिया गया है।,3,2
"For sure! I'll help you with that, could you please help me with your last name and the booking confirmation number?"," पक्का! मैं इसमें आपकी मदद करूंगा, क्या आप कृपया अपने अंतिम नाम और बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?",3,0
yes,हां,2,0
Will you help to book a ticket on your airways ?,क्या आप अपने वायुमार्ग पर टिकट बुक करने में मदद करेंगे?,2,0
"Just for the confirmation, could you please help me with the booking confirmation number again?"," सिर्फ पुष्टि के लिए, क्या आप कृपया मुझे बुकिंग पुष्टिकरण संख्या के साथ फिर से मदद कर सकते हैं?",3,0
"Yes, I would like to change my seat please"," हाँ, मैं कृपया अपनी सीट बदलना चाहूँगा",3,1
Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,ज़बरदस्त! हमसे संपर्क की पहल के लिए आपका धन्यवाद। यादगार यात्रा हो। अलविदा।,3,2
DB43G5,डीबी43जी5,0,0
" seat assignment and decide to change it.
",सीट असाइनमेंट और इसे बदलने का फैसला करें।,0,0
Alright Lexi! Could you help me with the booking confirmation number please?,ठीक है लेक्सी! क्या आप कृपया बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,0
NAME NILA,नाम नीला,0,0
Alexsandro66@ymail.com,एलेक्सेंड्रो66@ymail.com,0,0
sorry. i use different email id its inba1313@gmai.com. please send me this address.,माफ़ करना। मैं अलग ईमेल आईडी का उपयोग करता हूं inba1313@gmai.com। कृपया मुझे यह पता भेजें।,3,0
Of course! I'd be glad to help you with that. May I know your last name please?,बेशक! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या मैं आपका अंतिम नाम जान सकता हूँ?,3,0
Nothing else,और कुछ नहीं,2,0
"Appreciate your patience. Your seat no. is G4 , aisle seat. Anything else you'd like to know?","अपने धैर्य की सराहना। आपकी सीट नं. G4, गलियारे की सीट है। कुछ और जो आप जानना चाहेंगे?",3,2
ok,ठीक है,2,0
Anything else I may help you out with?,कुछ और मैं आपकी मदद कर सकता हूं?,2,0
NO THANKS," जी नहीं, धन्यवाद",3,1
First class.,प्रथम श्रेणी।,0,2
"You're most welcome, will there be anything else I could help you with?"," आपका बहुत-बहुत स्वागत है, क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?",2,2
"Sure, may I know your last name please?"," ज़रूर, क्या मैं आपका अंतिम नाम जान सकता हूँ?",3,0
Awesome! I'd also require your email address.,बहुत बढ़िया! मुझे आपके ईमेल पते की भी आवश्यकता होगी।,3,2
"Awesome, Anthony would you please help me with your booking confirmation number?"," बहुत बढ़िया, एंथनी क्या आप कृपया अपनी बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद करेंगे?",3,2
Confirmation# P9ERE6,पुष्टि# P9ERE6,0,0
"Hello! A very good morning, welcome to Indian Emirates. How may I help you today?"," नमस्ते! सुप्रभात, भारतीय अमीरात में आपका स्वागत है। आज मैं आपकी कैसे मदद कर सकता हूँ?",3,2
james.martin@rediffmail.com,James.martin@rediffmail.com,0,0
Yes! I'll surely I'd love to change that for you. I'll require your details to access your account. May I know your full name please?,हाँ! मैं निश्चित रूप से इसे आपके लिए बदलना पसंद करूंगा। आपके खाते तक पहुंचने के लिए मुझे आपके विवरण की आवश्यकता होगी। क्या मैं आपका पूरा नाम जान सकता हूँ?,3,0
"Okay, I'm glad I could help you. Thank you for reaching out to us. good day!"," ठीक है, मुझे खुशी है कि मैं आपकी मदद कर सका। हमसे संपर्क की पहल के लिए आपका धन्यवाद। अच्छा दिन!",3,2
ok no need,ठीक है कोई ज़रूरत नहीं है,2,0
THNX,THNX,0,0
how may I help you?,मैं आपकी मदद कैसे कर सकता हूं?,0,0
Sure! Could you please help me with the date on which you'd like to travel?," ज़रूर! जिस तारीख को आप यात्रा करना चाहते हैं, क्या आप कृपया मेरी मदद कर सकते हैं?",3,0
OK THANKS,ठीक है धन्यवाद,3,2
ok,ठीक है,2,0
thankyou please sent me my boarding pass,थैंक्यू कृपया मुझे मेरा बोर्डिंग पास भेज दिया,2,0
"I dont believe so, thanks again!","मुझे विश्वास नहीं है, फिर से धन्यवाद!",3,0
I'd like an aisle seat please.,मुझे गलियारे वाली एक सीट चाहिए।,3,0
Awesome! Thank you for reaching out to us. Have a memorable journey. Bye.,बहुत बढ़िया! हमसे संपर्क की पहल के लिए आपका धन्यवाद। यादगार यात्रा हो। अलविदा।,3,2
"Awesome! Thanks for choosing us, hope you have a great trip!"," बहुत बढ़िया! हमें चुनने के लिए धन्यवाद, आशा है कि आपकी यात्रा शानदार रही होगी!",3,2
"Good to hear from you, Ranjith! Could you please help me with the booking confirmation number?"," आपसे सुनकर अच्छा लगा, रंजीत! क्या आप कृपया बुकिंग पुष्टिकरण संख्या के बारे में मेरी सहायता कर सकते हैं?",3,2
"Thank you Tim, please give me a minute to check the seats assigned to you. "," धन्यवाद टिम, कृपया मुझे आपको सौंपी गई सीटों की जांच करने के लिए एक मिनट दें।",3,0
"Hello there, how may I assist you today?
"," नमस्ते, मैं आज आपकी कैसे सहायता कर सकता हूँ?",3,0
kowsalya,कौसल्या,2,0
Could you also help me out with your booking confirmation number?,क्या आप अपनी बुकिंग पुष्टिकरण संख्या के बारे में भी मेरी मदद कर सकते हैं?,3,0
Hello! You've been connected to StarAirways customer service! How may I assist you today?,नमस्ते! आप StarAirways ग्राहक सेवा से जुड़ चुके हैं! आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
hello jesse,नमस्ते जेसी,3,0
", SSN : 780"," , एसएसएन: 780",0,0
Hey there! Good morning. You're connected to LMT Airways. How may I help you?,सुनो! सुबह बख़ैर। आप एलएमटी एयरवेज से जुड़े हैं। क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
"Awesome! Thanks for reaching out to us, hope you have a wonderful trip ahead. "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आपकी आगे की यात्रा शानदार रही होगी।",3,2
"You're welcome! Thank you for choosing us, wish to serve you again. Have a safe flight!"," आपका स्वागत है! हमें चुनने के लिए धन्यवाद, मैं फिर से आपकी सेवा करना चाहता हूं। एक सुरक्षित उड़ान की कामना करते हैं!",3,2
Ok sir. Thank you very much.,जी महोदय। आपका बहुत बहुत धन्यवाद।,3,2
I want aisle seat instead of middle seat.,मुझे बीच की सीट के बजाय गलियारे की सीट चाहिए।,1,0
It was a pleasure assisting. Thank you for reaching out to us. Have a great day!,मदद करना एक खुशी की बात थी। हमसे संपर्क की पहल के लिए आपका धन्यवाद। आपका दिन अच्छा रहे!,3,2
"I'm glad that was helpful, thank you for reaching out to us. Have a great day ahead and happy traveling! "," मुझे खुशी है कि यह मददगार था, हमसे संपर्क करने के लिए धन्यवाद। आगे का दिन अच्छा हो और यात्रा सुखद हो!",3,2
Okay I'd like to change that to an aisle seat if possible please?," ठीक है, यदि संभव हो तो मैं इसे गलियारे की सीट में बदलना चाहूंगा?",3,0
It's my pleasure to help you Ramya! Could you please help me with your booking confirmation number?,राम्या की मदद करने में मुझे खुशी है! क्या आप कृपया अपनी बुकिंग पुष्टिकरण संख्या के बारे में मेरी सहायता कर सकते हैं?,3,2
"Great! Thank you so much for sharing information, Just give me a moment while I go ahead and book tickets for you?"," महान! जानकारी साझा करने के लिए आपका बहुत-बहुत धन्यवाद, बस मुझे एक क्षण दें जब तक कि मैं आगे बढ़ूं और आपके लिए टिकट बुक करूं?",3,2
ok,ठीक है,2,0
Awesome! May I know the preferred date you'd like to travel?,बहुत बढ़िया! क्या मैं उस पसंदीदा तारीख को जान सकता हूँ जिस पर आप यात्रा करना चाहते हैं?,3,2
floyd.buckridge@yahoo.com,floyd.buckridge@yahoo.com,2,0
Hello! You've been connected to StarAirwyas. I'll send you the boarding pass right away. May I know your full name and booking confirmation number?,नमस्ते! आप StarAirwyas से जुड़ चुके हैं। मैं आपको तुरंत बोर्डिंग पास भेजूंगा। क्या मैं आपका पूरा नाम और बुकिंग पुष्टिकरण संख्या जान सकता हूँ?,3,0
ok,ठीक है,2,0
"Amazing! Thanks for being patient, I've check here you seat number is W5 and it is a window seat. If you want to change your seat, I'll do that for you as well. I hope that would be okay?"," अद्भुत! धैर्य रखने के लिए धन्यवाद, मैंने यहां जांच की है कि आपकी सीट संख्या W5 है और यह एक विंडो सीट है। अगर आप अपनी सीट बदलना चाहते हैं, तो मैं आपके लिए भी ऐसा करूंगा। मुझे आशा है कि यह ठीक होगा?",3,2
ok,ठीक है,2,0
J634K0,जे634के0,0,0
"I don't have access to that phone now, could you just send it to me through this chat please?"," मेरे पास अभी उस फोन तक पहुंच नहीं है, क्या आप इसे इस चैट के माध्यम से मुझे भेज सकते हैं?",3,0
why robin,रॉबिन क्यों,2,0
"Sure, please help me with your last name and booking confirmation number?"," ज़रूर, कृपया अपने अंतिम नाम और बुकिंग पुष्टिकरण संख्या के बारे में मेरी मदद करें?",3,0
I ALREADY BOOK A TICKET BUT I WANT TO CHANGE IT,मैं पहले से ही एक टिकट बुक करता हूं लेकिन मैं इसे बदलना चाहता हूं,2,0
no,नहीं,1,1
"Thank you! Its my pleasure assisting you, Could you please share your booking confirmation number?","आपको धन्यवाद! मुझे आपकी सहायता करने में खुशी हो रही है, क्या आप कृपया अपनी बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?",3,2
You're always welcome! Have a great day ahead and a safe journey! It was a pleasure assisting you.,आपका हमेशा स्वागत है! आगे का दिन अच्छा हो और सुरक्षित यात्रा हो! आपकी सहायता करना खुशी की बात थी।,3,2
"Sure! May I know your last name?
",ज़रूर! क्या मैं आपका अंतिम नाम जान सकता हूँ?,2,0
Welcome to PilotAirlines! You're talking to the Customer Executive! How may I help you today?,पायलट एयरलाइंस में आपका स्वागत है! आप ग्राहक कार्यकारी से बात कर रहे हैं! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
"My pleasure!  It was great assisting you, thanks for choosing our services. Have a safe flight, goodbye."," मेरा सौभाग्य! आपकी सहायता करके बहुत अच्छा लगा, हमारी सेवाओं को चुनने के लिए धन्यवाद। एक सुरक्षित उड़ान लो, अलविदा।",3,2
shri@gmail.com,श्री@gmail.com,0,0
i want to know my seat,मैं अपनी सीट जानना चाहता हूँ,2,0
JI3940,जीआई3940,0,0
Fantastic! The boarding pass will be sent to the phone number shortly.,ज़बरदस्त! बोर्डिंग पास शीघ्र ही फोन नंबर पर भेज दिया जाएगा।,2,2
no thanks," जी नहीं, धन्यवाद",3,1
Thanks William! I appreciate your effort may I please know your email address to which I could send you the pass?," धन्यवाद विलियम! मैं आपके प्रयास की सराहना करता हूं, क्या मैं कृपया आपका ईमेल पता जान सकता हूं जिस पर मैं आपको पास भेज सकता हूं?",3,2
my name is prabhu booking confirmation number hfh462,मेरा नाम प्रभु बुकिंग पुष्टिकरण संख्या hfh462 है,1,0
no thanks," जी नहीं, धन्यवाद",3,1
"Good news! There's window seat PH4 available for you, will that be fine for you? "," खुशखबरी! आपके लिए विंडो सीट PH4 उपलब्ध है, क्या यह आपके लिए ठीक रहेगा?",3,2
Thanks! Goodbye!,धन्यवाद! अलविदा!,3,0
it's ok.,कोई बात नहीं।,2,2
"Yes, thanks.",हाँ धन्यवाद।,3,2
CHECK MY SEAT,मेरी सीट जांचें,0,0
GREAT. AND ALSO HELP ME TO KNOW MY SEAT ASSIGNMENT,महान। और मुझे मेरा सीट असाइनमेंट जानने में भी मदद करें,3,2
"Perfect! Thank you for that Mr.Ram. Could you please allow me for a moment, while I get this done for you?"," उत्तम! इसके लिए धन्यवाद श्री राम। क्या आप कृपया मुझे एक पल के लिए अनुमति दे सकते हैं, जबकि मैं यह आपके लिए करवाता हूं?",3,2
from chennai to kolkata,चेन्नई से कोलकाता तक,2,0
Fantastic! Thank you for reaching out to us. Have a great journey. Bye.,ज़बरदस्त! हमसे संपर्क की पहल के लिए आपका धन्यवाद। शानदार यात्रा करें। अलविदा।,3,2
MY LOST NAME LATHA I WILL LIKE TO WINDOW SEAT PLEASE  DO YOU CHANGE FOR ME.,मेरा खोया हुआ नाम लता मुझे खिड़की वाली सीट पसंद है कृपया आप मेरे लिए बदलें।,2,0
It was a pleasure talking with you. Have a great day.,आपसे बात करके अच्छा लगा। आपका दिन अच्छा रहे।,2,2
Thank U Spencer,थैंक यू स्पेंसर,3,2
Hello!,नमस्ते!,3,0
Of course! I'd be glad to help you with that. May I know your last name and your booking confirmation number?,बेशक! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या मैं आपका अंतिम नाम और आपकी बुकिंग पुष्टिकरण संख्या जान सकता हूँ?,3,0
ok,ठीक है,2,0
hi,नमस्ते,2,0
Coudl you also help me out with your booking confirmation number?,क्या आप अपनी बुकिंग पुष्टिकरण संख्या के बारे में भी मेरी मदद कर सकते हैं?,2,0
Thank you! Please do let me know your booking confirmation number ane also the email address to which I should send the boarding pass?,आपको धन्यवाद! कृपया मुझे अपना बुकिंग पुष्टिकरण नंबर और वह ईमेल पता भी बताएं जिस पर मुझे बोर्डिंग पास भेजना चाहिए?,3,0
Great! I've changed your seat from A9 to D2.,महान! मैंने आपकी सीट A9 से D2 में बदल दी है।,3,2
GE45G6,GE45G6,0,0
Thanks Viji! May I please know your booking confirmation number?,धन्यवाद विजी! क्या मैं कृपया आपकी बुकिंग पुष्टिकरण संख्या जान सकता हूँ?,3,2
9c would be great.,9c बहुत अच्छा होगा।,2,2
"Awesome! Thanks for reaching out to us, hope you have a wonderful trip ahead. "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आपकी आगे की यात्रा शानदार रही होगी।",3,2
"You're most welcome, I hope this was helpful and I've answered all your questions?"," आपका बहुत-बहुत स्वागत है, मुझे आशा है कि यह मददगार था और मैंने आपके सभी सवालों का जवाब दे दिया है?",3,2
How may I help you today?,आज मैं आपकी कैसे मदद कर सकता हूँ?,2,0
NAME  - KARTIK ARYAN,नाम - कार्तिक आर्यन,0,0
Sure! I'll be glad to help you. Please may I know your name?,ज़रूर! मुझे आपकी मदद करने में खुशी होगी। कृपया क्या मैं आपका नाम जान सकता हूँ?,3,0
Thank you for staying connected. As per the confirmation number you're assigned to the seat Y8 which is an aisle seat. Would you like that?,जुड़े रहने के लिए धन्यवाद। पुष्टिकरण संख्या के अनुसार आपको सीट Y8 को सौंपा गया है जो कि एक गलियारा सीट है। क्या तुम वह पसंद करोगी?,3,0
Hendry.A,हेंड्री.ए,0,0
Check my seat assignment and decide to change it.,मेरे सीट असाइनमेंट की जांच करें और इसे बदलने का फैसला करें।,2,0
Which date would you prefer?,आप कौन सी तारीख पसंद करेंगे?,3,0
Thank you so much for reaching out to us. Have a great day!,हमसे संपर्क करने के लिए आपका बहुत-बहुत धन्यवाद। आपका दिन अच्छा रहे!,3,2
"Definitely, I'll help you with that as well. May I know your email address please?"," निश्चित रूप से, मैं इसमें भी आपकी मदद करूंगा। क्या मैं आपका ईमेल पता कृपया जान सकता हूँ?",3,2
Please do reach out to us in case of any queries. Have a great day ahead!,कृपया किसी भी प्रश्न के मामले में हमसे संपर्क करें। आगे एक महान दिन हो!,2,2
THANK YOU SO MUCH,आपका बहुत-बहुत धन्यवाद,3,2
i want to book a ticket,मुझे टिकट बुक करना है,1,0
Alright Anthony! Could you help me with the booking confirmation number please?,ठीक है एंथोनी! क्या आप कृपया बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,0
RAMBA@GMAIL.COM,रंबा@GMAIL.COM,0,0
Of course! Seat number B9 is a window seat and it is available. Would you like to take that?,बेशक! सीट नंबर बी9 विंडो सीट है और यह उपलब्ध है। क्या आप इसे लेना चाहेंगे?,3,0
Oh i am sorry,मुझे माफ़ करें,3,0
"Great! Soon you'll be receiving a mail with the boarding pass attachment and you can download it thorough that, anything else I may help you with?"," महान! जल्द ही आपको बोर्डिंग पास अटैचमेंट के साथ एक मेल प्राप्त होगा और आप इसे पूरी तरह से डाउनलोड कर सकते हैं, और क्या मैं आपकी मदद कर सकता हूं?",3,2
Of course! I'll help you get that. Could you please help me with your last name and your booking confirmation number?,बेशक! मैं इसे पाने में आपकी मदद करूंगा। क्या आप कृपया अपने अंतिम नाम और अपनी बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,0
ok bye,चलो बाय,2,0
Would there be anything else I may help you with?,क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,2,0
ok,ठीक है,2,0
i want to know my seat no,मुझे अपना सीट नंबर जानना है,2,0
Glad to help you. Please go through this website: www.pilotairlines.com in case of any query and help us help you. Good day!,आपकी मदद करके प्रसन्नता हुई। कृपया इस वेबसाइट को देखें: www.pilotairlines.com किसी भी प्रश्न के मामले में और आपकी सहायता करने में हमारी सहायता करें। अच्छा दिन!,3,2
OK,ठीक है,2,0
"Nice to meet you, Arun! Could you please share the booking confirmation number?"," आपसे मिलकर अच्छा लगा, अरुण! क्या आप कृपया बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?",3,2
Okay! Would there be anything else I may assist you with?,ठीक! क्या कुछ और होगा जिसमें मैं आपकी सहायता कर सकूं?,2,0
i want to know my sent no,मैं अपना भेजा हुआ नंबर जानना चाहता हूँ,2,1
THATS ALL,बस इतना ही,0,0
September 12 is my preferred date.,12 सितंबर मेरी पसंदीदा तारीख है।,0,0
"You're most welcome, will there be anything else I may help you with?"," आपका बहुत-बहुत स्वागत है, क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?",3,2
I'm sorry? I didn't get your query? You mean you want to check your seat assignment and check if it is a window seat because you feel convenient and comfortable?,मुझे माफ़ करें? मुझे आपकी क्वेरी नहीं मिली? आपका मतलब है कि आप अपने सीट असाइनमेंट की जांच करना चाहते हैं और जांचना चाहते हैं कि क्या यह विंडो सीट है क्योंकि आप सुविधाजनक और आरामदायक महसूस करते हैं?,3,1
Would there be anything else I may assist you with?,क्या कुछ और होगा जिसमें मैं आपकी सहायता कर सकूं?,2,0
Perfect! Is there anything else I may assist you with?,उत्तम! क्या कुछ और है जिसमें मैं आपकी सहायता कर सकता हूं?,3,2
Would there be anything else I may help you with?,क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,2,0
"Sure, I'll help you get that as well. Could you please share your email address?"," ज़रूर, मैं उसे पाने में भी आपकी मदद करूँगा। क्या आप कृपया अपना ईमेल पता साझा कर सकते हैं?",3,0
"Good morning! You've reached Alliance Airways Customer service, how may I help you?  "," सुबह बख़ैर! आप एलायंस एयरवेज ग्राहक सेवा तक पहुँच चुके हैं, मैं आपकी कैसे मदद कर सकता हूँ?",3,0
"Thank you Nirmala, please give me a minute to check the assigned seat for you. "," धन्यवाद निर्मला, कृपया मुझे आपके लिए निर्धारित सीट की जांच करने के लिए एक मिनट दें।",3,0
OKAY BUT I NEED AISLE SEAT,ठीक है लेकिन मुझे गलियारे की सीट चाहिए,2,0
Great! May I know the preferred date of your travel?,महान! क्या मैं आपकी यात्रा की पसंदीदा तारीख जान सकता हूँ?,3,2
Good Evening!,नमस्ते!,3,2
enough,पर्याप्त,1,0
"Hello there! Sky high customer services, How may I help you today?","नमस्ते! स्काई हाई कस्टमर सर्विसेज, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
Sure! It is available and I've changed your seat from A9 to B6. Would that be all?,ज़रूर! यह उपलब्ध है और मैंने आपकी सीट को A9 से B6 में बदल दिया है। क्या वह सब होगा?,2,0
"yes, thank you",हाँ धन्यवाद,3,2
no,नहीं,1,1
"That's perfect! I've confirmed the seat for you, will there be anything else I could help you with?"," यह बिल्कुल सही है! मैंने आपके लिए सीट पक्की कर ली है, क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?",3,2
okay sure  5790358180,ठीक है ज़रूर 5790358180,2,0
Awesome! May I know your mail id or phone number please?,बहुत बढ़िया! क्या मैं आपकी मेल आईडी या फोन नंबर जान सकता हूं?,3,2
"Sorry for the delay, there is one window seat available and I've confirmed it for you, now your seat number is 12A. Anything else I may help you with?"," देरी के लिए क्षमा करें, एक विंडो सीट उपलब्ध है और मैंने आपके लिए इसकी पुष्टि कर दी है, अब आपकी सीट संख्या 12A है। कुछ और मैं आपकी मदद कर सकता हूँ?",3,0
"Great! As per your request, I've checked with my resources. You've been allotted window seat and the number is D1. "," महान! आपके अनुरोध के अनुसार, मैंने अपने संसाधनों से जांच की है। आपको विंडो सीट आवंटित की गई है और संख्या D1 है।",3,2
change my seat,मेरी सीट बदलो,0,0
Beatriz Porter J834X9,बीट्रिज़ पोर्टर J834X9,0,0
oh sorry,मुझे माफ करें,2,0
"Thank you Brown, I'll look upon the seat assigned to you, please allow me a minute to proceed further."," धन्यवाद ब्राउन, मैं आपको दी गई सीट को देखूंगा, कृपया मुझे आगे बढ़ने के लिए एक मिनट का समय दें।",3,0
my last name prabu and booking number is arf758,मेरा उपनाम प्रभु और बुकिंग संख्या arf758 है,1,0
Please do reach out to us in case of any queries. Have a great day and a safe journey!,कृपया किसी भी प्रश्न के मामले में हमसे संपर्क करें। आपका दिन शुभ हो और सुरक्षित यात्रा हो!,3,2
yes,हां,2,0
KASIKA BNH678,कासिका बीएनएच678,0,0
"Awesome! Thanks for reaching out to us, hope you have a wonderful trip ahead. "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आपकी आगे की यात्रा शानदार रही होगी।",3,2
no need,कोई ज़रुरत नहीं है,1,0
my contact no 9685741534,मेरा संपर्क नंबर 9685741534,1,0
thank you,धन्यवाद,2,2
"Perfect! I hope you enjoy the trip! As I've checked with my system here, there is one flight of Jet airways operating on 09/20/2018, The timings are, 6:00 Am to 8:00 Am and it is costing you $170 per head. "," उत्तम! मुझे आशा है कि आप यात्रा का आनंद लेंगे! जैसा कि मैंने यहां अपने सिस्टम से जांच की है, 09/20/2018 को जेट एयरवेज की एक उड़ान चल रही है, समय सुबह 6:00 बजे से 8:00 बजे तक है और इसकी कीमत आपको प्रति व्यक्ति $ 170 है।",3,2
thiya@gmail.com and 678 544 8790,thiya@gmail.com और 678 544 8790,2,0
"Awesome! Thank you for that Mr.Kannan. Please allow me for a minute or two, while I get this done for you."," बहुत बढ़िया! इसके लिए धन्यवाद श्री कन्नन। कृपया मुझे एक या दो मिनट के लिए अनुमति दें, जबकि मैं आपके लिए यह कर रहा हूं।",3,2
Mumbai to chennai,मुंबई से चेन्नई,0,0
"And, could also please help me with your email address?"," और, कृपया मुझे अपने ईमेल पते में भी मदद कर सकते हैं?",3,0
vihar,विहार,0,0
"Nothing else, Thank you for your Booking. Have a nice day to chat with you. "," और कुछ नहीं, आपकी बुकिंग के लिए धन्यवाद। आपके साथ चैट करने के लिए एक अच्छा दिन है।",3,0
the exact date I'm flexible on,सटीक तिथि जिस पर मैं लचीला हूँ,1,0
uyh675,उइह675,0,0
Hello! Good morning. You've reached LMT Airways. How may I assist you today?,नमस्ते! सुबह बख़ैर। आप एलएमटी एयरवेज पहुंच गए हैं। आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
