ENG_utterances,HIN_utterances,politeness,sentiment
Perfect! What would you like to have today from Blaze pizza?, उत्तम! आज आप ब्लेज़ पिज़्ज़ा से क्या लेना चाहेंगे?,3,2
Perfect! How many would you like to order?, उत्तम! आप कितने ऑर्डर करना चाहेंगे?,3,2
nothing above need to me, ऊपर मुझे कुछ भी नहीं चाहिए,2,0
ok sir, ओके जी,2,0
complete my order, मेरा आदेश पूरा करो,1,0
"Yes, I need 3 Arugula & Fresh Fruit also"," हाँ, मुझे 3 अरुगुला और ताजे फल भी चाहिए",2,0
3 chicken McNuggets, 3 चिकन मैकनगेट्स,2,0
Hello! Welcome to Blaze Pizza!, नमस्ते! ब्लेज़ पिज्जा में आपका स्वागत है!,3,0
PH:951 357 3214, पीएच:951 357 3214,0,0
Could you please be more specific with the order?, क्या आप कृपया आदेश के साथ अधिक विशिष्ट हो सकते हैं?,3,0
"King. 47.604/-122.326. 2, Seattle, 98101"," राजा। 47.604/-122.326। 2, सिएटल, 98101",0,0
YEAH PERFECT, हाँ बिल्कुल सही,2,2
Amazing! Is there anything else that you'd like to order?, अद्भुत! क्या कुछ और है जिसे आप ऑर्डर करना चाहेंगे?,3,2
How many of them would you like to have?, आप उनमें से कितने रखना चाहेंगे?,3,0
"Okay, not a problem. I'll do that!"," ठीक है, कोई समस्या नहीं है। मैं ऐसा करूंगा!",2,0
Sure thing! How many would you like?, अवश्य! आप में से कितने चाहेंगे?,3,0
sea salt cookie is ok, समुद्री नमक कुकी ठीक है,2,2
medium 1 pc, मध्यम 1 पीसी,0,0
2 Filet-O-Fish and 2 cheese burger with 2 strawberry milkshakes. Would that be all?, 2 स्ट्राबेरी मिल्कशेक के साथ 2 फ़िल्ट-ओ-फ़िश और 2 चीज़ बर्गर। क्या वह सब होगा?,2,0
thank you, धन्यवाद,2,2
Net banking, नेट बैंकिंग,0,0
"Awesome! Thank you for sharing the information, you can go ahead with the payment online. Your order will be delivered within an hour.","बहुत बढ़िया! जानकारी साझा करने के लिए धन्यवाद, आप ऑनलाइन भुगतान के साथ आगे बढ़ सकते हैं। आपका ऑर्डर एक घंटे के भीतर डिलीवर हो जाएगा।",3,2
Perfect choice of meal for the evening but dessert wouldn't do any wrong. How about a baked apple pie which has 20 percent off on it?," शाम के लिए भोजन का सही विकल्प लेकिन मिठाई कोई गलत काम नहीं करेगी। कैसे एक पके हुए सेब पाई के बारे में, जिस पर 20 प्रतिशत की छूट है?",2,2
i like to 2 veg out pizza, मुझे 2 वेज आउट पिज़्ज़ा पसंद है,2,2
Sure!  Would you like to build your own pizza or order for a signature pizza?, ज़रूर! क्या आप अपना खुद का पिज़्ज़ा बनाना चाहते हैं या सिग्नेचर पिज़्ज़ा के लिए ऑर्डर करना चाहते हैं?,3,0
"Perfect! I'll add that too, We have new mint flavored lemonade recently added to our menu, would you like to try that? with some ice what say?"," उत्तम! मैं वह भी जोड़ूंगा, हमने हाल ही में हमारे मेनू में नया पुदीना स्वाद वाला नींबू पानी जोड़ा है, क्या आप इसे आजमाना चाहेंगे? कुछ बर्फ के साथ क्या कहते हैं?",3,2
768 boston street, 768 बोस्टन स्ट्रीट,0,0
HI, नमस्ते,2,0
hi, नमस्ते,2,0
I want BBQ CHKN pizza 2 nos, मुझे बीबीक्यू CHKN पिज़्ज़ा चाहिए 2 नंबर,1,0
"Sure, what all would you like to add on your pizza toppings?"," ज़रूर, आप अपने पिज़्ज़ा टॉपिंग में क्या जोड़ना चाहेंगे?",3,0
My address is Texas Austin., मेरा पता टेक्सास ऑस्टिन है।,2,0
i like pizza, मैं पिज्जा पसंद करता हूँ,2,2
Your order has been confirmed and the payment is right next window., आपके आदेश की पुष्टि हो गई है और भुगतान ठीक अगली विंडो में है।,1,0
What kind of crust would you like to have?, आप किस तरह का क्रस्ट लेना चाहेंगे?,3,0
HELLO, नमस्ते,2,0
ok, ठीक है,2,0
large mentioned, बड़ा उल्लेख,0,0
"Perfect! Your order for 1 hash browns and 2 medium cokes is ready, kindly proceed with the payment at the next window and collect your order."," उत्तम! 1 हैश ब्राउन और 2 मीडियम कोक के लिए आपका ऑर्डर तैयार है, कृपया अगली विंडो पर भुगतान के साथ आगे बढ़ें और अपना ऑर्डर प्राप्त करें।",2,2
Name: Kamal..Delivery address: Opposite Bishop school Park avanue 3rd floor.MM..Phone:9867856785,नाम: कमल..डिलीवरी का पता: बिशप स्कूल पार्क अवेन्यू तीसरी मंजिल के सामने। एमएम..फोन: 9867856785,1,0
"WITH THE TOPPINGS OF APPLEWOOD BACON, SALAME, BBQ DRIZZLE, MUSHROOMS, JALAPENOS, RED ONIONS AND VEGAN CHEESE"," ऐप्पलवुड बेकन, सलाम, बीबीक्यू ड्रिज़ल, मशरूम, जलापेनोस, लाल प्याज और शाकाहारी पनीर के टॉपिंग के साथ",1,2
Perfect combo!! I've mentioned that here. Shall I go and confirm your order sir?, बिल्कुल सही कॉम्बो !! मैंने इसका उल्लेख यहां किया है। क्या मैं जाकर आपके आदेश की पुष्टि करूं सर?,3,2
bye, अलविदा,2,0
veg pizza, शाकाहारी पिज्जा,0,0
HAI, हाई,2,0
raja 4512 manippur 8451601893, राजा 4512 मणिपुर 8451601893,0,0
Have a great day, आपका दिन अच्छा रहे,2,2
Great! Would there be anything else that you'd like to add in your order?, महान! क्या आप अपने आदेश में कुछ और जोड़ना चाहेंगे?,3,2
Yes.I Need 1 LEMONADE., हाँ।मुझे 1 नींबू पानी चाहिए।,2,0
"I'm sorry, this message was sent due to some technical error kindly, ignore."," मुझे खेद है, यह संदेश किसी तकनीकी त्रुटि के कारण भेजा गया था, कृपया ध्यान न दें।",3,1
yes, हां,2,0
Okay! Would you please share your address as well?, ठीक! क्या आप कृपया अपना पता भी साझा करेंगे?,3,0
OK, ठीक है,2,0
"Hi, good morning ", हाय सुप्रभात,3,0
?, ?,0,0
hi, नमस्ते,2,0
I NEED 2 RED VINE, मुझे 2 लाल बेल चाहिए,1,0
Hello! Good morning! Welcome to Blaze pizza. May I know your order please?, नमस्ते! सुबह बख़ैर! ब्लेज़ पिज्जा में आपका स्वागत है। क्या मैं आपका आदेश जान सकता हूँ?,3,0
Could you please help me with your preferences on the salads?, क्या आप कृपया सलाद पर अपनी पसंद के बारे में मेरी मदद कर सकते हैं?,3,0
MEAT EATER, मांस खाने वाले,0,0
Awesome! Would that be all?, बहुत बढ़िया! क्या वह सब होगा?,3,2
Okay thanks, ठीक है शुक्रिया,2,0
"GREEN STRIPE pizza with added - pesto drizzle over grilled chicken, roasted red peppers, chopped garlic, mozzarella, arugula"," जोड़ा के साथ ग्रीन स्ट्राइप पिज्जा - ग्रिल्ड चिकन, भुनी हुई लाल मिर्च, कटा हुआ लहसुन, मोज़ेरेला, अरुगुला पर पेस्टो बूंदा बांदी",2,0
Thank you for your order. Have a nice day., आपके ऑर्डर के लिए धन्यवाद। आपका दिन शुभ हो।,3,2
That's amazing! Would you like to have world famous fries with it?,वह आश्चर्यजनक है! क्या आप इसके साथ विश्व प्रसिद्ध फ्राइज़ खाना चाहेंगे?,3,2
Awesome! Could you also help me with the home address and the mobile number please?, बहुत बढ़िया! क्या आप कृपया मुझे घर का पता और मोबाइल नंबर देने में भी मदद कर सकते हैं?,3,2
2335  Canis Heights Drive Los Angeles CA 90017, 2335 कैनिस हाइट्स ड्राइव लॉस एंजिल्स सीए 90017,0,0
Great! Can you please help me with your complete home address and the phone number? This will be helpful for the delivery guy to deliver your meal., महान! क्या आप कृपया अपने घर का पूरा पता और फोन नंबर देने में मेरी मदद कर सकते हैं? यह डिलीवरी बॉय के लिए आपका भोजन पहुंचाने में मददगार होगा।,3,2
Goodbye! Have a wonderful day!, अलविदा! शानदार दिन हो!,3,0
9841264135 984/141 madurai 62500041, 9841264135 984/141 मदुरै 62500041,0,0
Shall I make it Gluten free?, क्या मैं इसे ग्लूटेन मुक्त कर दूं?,2,0
You're welcome! Bye!, आपका स्वागत है! अलविदा!,2,2
Buffalo sauce., भैंस की चटनी।,0,0
Is there anything else that you'd like to order?, क्या कुछ और है जिसे आप ऑर्डर करना चाहेंगे?,2,0
"Okay, could you please share your contact number? This will help us serve you faster and better."," ठीक है, क्या आप कृपया अपना संपर्क नंबर साझा कर सकते हैं? इससे हमें आपकी तेजी से और बेहतर सेवा करने में मदद मिलेगी।",3,0
thank you, धन्यवाद,2,2
It was a pleasure talking to you. Thank you for calling Blaze Pizza! Have a great day!, आपसे बात करके खुशी हुई। ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद! आपका दिन अच्छा रहे!,3,2
I would also like a water and an apple pie., मुझे एक पानी और एक सेब पाई भी चाहिए।,2,0
only one, केवल एक,0,0
soda, सोडा,0,0
Thanks for connecting. Please feel free to contact us at 786-876-098. Have a nice day!, जोड़ने के लिए धन्यवाद। कृपया बेझिझक हमसे 786-876-098 पर संपर्क करें। आपका दिन शुभ हो!,3,2
Great! Which pizza would you like to order?, महान! आप कौन सा पिज्जा ऑर्डर करना चाहेंगे?,3,2
Medium, मध्यम,0,0
Amazing! Will that be all sir?, अद्भुत! क्या यह सब होगा सर?,2,2
Thank you for you order, आपके आदेश के लिए धन्यवाद,3,2
How about drinks? Would you like to have them as well?, पेय के बारे में कैसे? क्या आप उन्हें भी पाना चाहेंगे?,3,0
"4/78 anna nagar,kovai","4/78 अन्ना नगर, कोवैक",0,0
i like one pizza and tomato sauce thats all right," मुझे एक पिज़्ज़ा और टोमैटो सॉस पसंद है, यह ठीक है",3,2
Okay, ठीक,2,2
goat CHEESE, बकरी के दूध से बनी चीज़,0,0
hi, नमस्ते,2,0
"Okay. We've got exciting offers on dessert=s today. Are you sure, you don't want to order them?"," ठीक। हमें आज डेज़र्ट=एस पर आकर्षक ऑफ़र मिले हैं। क्या आप सुनिश्चित हैं, आप उन्हें ऑर्डर नहीं करना चाहते हैं?",2,2
Sure thing. Would you prefer thin or thick crust pizza?, अवश्य। क्या आप पतला या मोटा क्रस्ट पिज्जा पसंद करेंगे?,3,0
parmesan seasonal fruit fresh mozzarella SALAD, परमेसन मौसमी फल ताजा मोत्ज़ारेला सलाद,0,2
Hello, नमस्ते,2,0
Thank you! Which pizza would you like to order? Is it BBQ CHKN pizza?, आपको धन्यवाद! आप कौन सा पिज्जा ऑर्डर करना चाहेंगे? क्या यह बीबीक्यू सीएचकेएन पिज्जा है?,3,0
"Sure! Done! May I know your mode of payment please, would it be cash on delivery or card payment?"," ज़रूर! पूर्ण! क्या मैं आपके भुगतान के तरीके को जान सकता हूं, क्या यह कैश ऑन डिलीवरी या कार्ड से भुगतान होगा?",3,0
999 856 4548, 999 856 4548,0,0
Hey! Good evening! Welcome to Blaze pizzas!! :) May I know what would you like to order from our menu?, अरे! सुसंध्या! ब्लेज़ पिज़्ज़ा में आपका स्वागत है !! :) क्या मैं जान सकता हूँ कि आप हमारे मेनू से क्या ऑर्डर करना चाहेंगे?,3,0
nothing, कुछ नहीं,1,0
No that's it finish my order," नहीं, बस इतना ही मेरा ऑर्डर पूरा करो",1,0
thick, मोटा,2,0
"I apologize we don't serve that item currently, please refer our menu and let me know your choice of dessert."," मुझे खेद है कि हम वर्तमान में उस वस्तु की सेवा नहीं करते हैं, कृपया हमारे मेनू को देखें और मुझे अपनी पसंद की मिठाई बताएं।",3,0
Alright! would that be all?, ठीक है! क्या वह सब होगा?,2,0
"address: 700 oakstreet, brockton ma 2301"," पता: 700 ओकस्ट्रीट, ब्रॉकटन एमए 2301",1,0
ok sir goodbye, ठीक है सर अलविदा,3,0
With Soda large., सोडा के साथ बड़ा।,0,0
Amazing! Do you wish to add a salad or a dessert to your order?, अद्भुत! क्या आप अपने ऑर्डर में सलाद या मिठाई जोड़ना चाहते हैं?,3,2
no, नहीं,1,1
Perfect! Would you like to order some drinks for the pizzas?, उत्तम! क्या आप पिज्जा के लिए कुछ पेय ऑर्डर करना चाहेंगे?,3,2
Sure! I'll be glad to help you out. Please could you share the address and contact number?,ज़रूर! मुझे आपकी मदद करने में खुशी होगी। क्या आप पता और संपर्क नंबर साझा कर सकते हैं?,3,0
Perfect! Our delivery agent will pick up your order after is prepared and deliver it to you within 50 minutes. If your starving let us know we also have speed delivery service for our valuable customers! :), उत्तम! हमारा डिलीवरी एजेंट आपके ऑर्डर को तैयार होने के बाद उठाएगा और 50 मिनट के भीतर आपको डिलीवर करेगा। यदि आप भूखे मर रहे हैं तो हमें बताएं कि हमारे मूल्यवान ग्राहकों के लिए हमारे पास स्पीड डिलीवरी सेवा भी है! :),3,2
Amazing! Is there anything else that you'd like to order?, अद्भुत! क्या कुछ और है जिसे आप ऑर्डर करना चाहेंगे?,2,2
thank you, धन्यवाद,2,2
"Perfect! Done! I've noted down all your preferences, Anything else you'd like to order?"," उत्तम! पूर्ण! मैंने आपकी सभी प्राथमिकताओं को नोट कर लिया है, कुछ और जो आप ऑर्डर करना चाहेंगे?",3,2
9553674565,9553674565,0,0
Hello, नमस्ते,2,0
Would you like extra cheese on your pizzas?, क्या आप अपने पिज्जा पर अतिरिक्त पनीर चाहते हैं?,3,0
1 sea salt cookie! Alright! Would that be all? May I confirm the order?, 1 समुद्री नमक कुकी! ठीक है! क्या वह सब होगा? क्या मैं आदेश की पुष्टि कर सकता हूं?,2,0
HII, HII,2,0
Great! Which pizza would you like to order?, महान! आप कौन सा पिज्जा ऑर्डर करना चाहेंगे?,3,2
yes, हां,2,0
I need 2 BBQ CHKN, मुझे 2 बीबीक्यू चाहिए CHKN,1,0
PLEASE ADD 3 SODA TO MY ORDER LIST, कृपया मेरी ऑर्डर सूची में 3 सोडा जोड़ें,3,0
"ADDRESS: 450 Highland Ave, Salem MA 1970 "," पता: 450 हाईलैंड एवेन्यू, सेलम एमए 1970",2,0
Perfect! May I please know your mode of payment?, उत्तम! क्या मैं कृपया आपके भुगतान के तरीके के बारे में जान सकता हूँ?,3,2
"Just to confirm, you don't want red sauce in it? "," बस पुष्टि करने के लिए, आप इसमें लाल सॉस नहीं चाहते हैं?",2,0
For sure! Would you like to have any salads or desserts with it?, पक्का! क्या आप इसके साथ कोई सलाद या मिठाई खाना चाहेंगे?,3,0
can i get the menu card please to order my food please, क्या मुझे मेन्यू कार्ड मिल सकता है कृपया अपना खाना ऑर्डर करने के लिए,2,0
The order has been confirmed and the delivery time will be approximately an hour or 45 minutes. Will that be fine with you?, आदेश की पुष्टि हो गई है और डिलीवरी का समय लगभग एक घंटे या 45 मिनट का होगा। क्या यह आपके साथ ठीक रहेगा?,2,0
Would you want me to order Green Stripe for you?, क्या आप चाहते हैं कि मैं आपके लिए ग्रीन स्ट्राइप ऑर्डर करूं?,3,0
OK THANK YOU, ठीक है धन्यवाद,2,2
I request you to read the question and answer accordingly., मेरा आपसे अनुरोध है कि आप प्रश्न को पढ़ें और उसके अनुसार उत्तर दें।,1,0
Okay. Would you like to confirm the order?,ठीक। क्या आप आदेश की पुष्टि करना चाहेंगे?,3,0
Awesome! Is there anything else you'd like to have?, बहुत बढ़िया! क्या कुछ और है जो आप लेना चाहेंगे?,3,2
3 IS OK, 3 ठीक है,2,0
"Hello! Good morning! Welcome to Blaze Pizza, May I know your name please?"," नमस्ते! सुबह बख़ैर! ब्लेज़ पिज़्ज़ा में आपका स्वागत है, क्या मैं आपका नाम जान सकता हूँ?",3,0
Great! This has been added to your cart. Would you please mention the type of pizza you'd want?, महान! इसे आपकी कार्ट में जोड़ दिया गया है। क्या आप कृपया उल्लेख करेंगे कि आप किस प्रकार का पिज़्ज़ा चाहते हैं?,3,2
Hello! Welcome to McDonald's! what would you like to order?, नमस्ते! मैकडॉनल्ड्स में आपका स्वागत है! आप क्या ऑर्डर देना चाहेंगे?,3,0
" A ΓÇô 31, Mohan Co-operative Industrial Estate, Mathura Road, New Delhi-110044"," ए 31, मोहन को-ऑपरेटिव इंडस्ट्रियल एस्टेट, मथुरा रोड, नई दिल्ली-110044",2,0
1 Double Bacon Smokehouse Burger and 3 4 piece Chicken McNuggets, 1 डबल बेकन स्मोकहाउस बर्गर और 3 4 पीस चिकन मैकनगेट्स,2,0
Yes, हाँ,2,0
ARUGULA & FRESH FRUIT salad with added goat cheese & balsamic vinaigrette, अतिरिक्त बकरी पनीर और बाल्सामिक विनैग्रेट के साथ अरुगुला और ताजा फलों का सलाद,1,0
You're welcome! would you like to order some drinks or coffee? to satisfy your thirst??, आपका स्वागत है! क्या आप कुछ पेय या कॉफी ऑर्डर करना चाहेंगे? अपनी प्यास बुझाने के लिए ??,2,2
Sure! I'll add that too., ज़रूर! मैं वह भी जोड़ूंगा।,2,0
hi, नमस्ते,2,0
Awesome! Would you like to have some drinks along with the pizzas?, बहुत बढ़िया! क्या आप पिज़्ज़ा के साथ कुछ पेय पीना चाहेंगे?,3,2
"Thanks for connecting with Blaze Pizza, David. Please note that your order will be delivered within an hour. Have a delightful meal! Pleasure serving customer like you. I hope you like Blaze Pizza. Have a nice day!","ब्लेज़ पिज़्ज़ा, डेविड से जुड़ने के लिए धन्यवाद। कृपया ध्यान दें कि आपका ऑर्डर एक घंटे के भीतर डिलीवर हो जाएगा। रमणीय भोजन करें! आप जैसे ग्राहक की सेवा करने में खुशी। मुझे आशा है कि आपको ब्लेज़ पिज़्ज़ा पसंद आएगा। आपका दिन शुभ हो!",3,2
i want two pieces, मुझे दो टुकड़े चाहिए,1,0
hi, नमस्ते,2,0
Hi jesse, हाय जेसी,3,0
i want tea and sea salt cookie, मुझे चाय और समुद्री नमक कुकी चाहिए,1,0
address 2323 bkr street, पता 2323 बीकेआर स्ट्रीट,1,0
"Noted!! Thanks for sharing your details. As soon as the food is prepared our delivery agent will be out to delivery your order. You'll receive your order within an hour. If your hungry we will mention here speed delivery, you will receive your order within 30 minutes! "," विख्यात!! अपना विवरण साझा करने के लिए धन्यवाद। जैसे ही खाना तैयार होगा हमारा डिलीवरी एजेंट आपके ऑर्डर की डिलीवरी के लिए निकल जाएगा। आपको एक घंटे के भीतर अपना आदेश प्राप्त हो जाएगा। यदि आप भूखे हैं तो हम यहां स्पीड डिलीवरी का उल्लेख करेंगे, आपको अपना ऑर्डर 30 मिनट के भीतर प्राप्त हो जाएगा!",3,2
"Could you please, let me know if the payment is by cash on delivery or online?", क्या आप कृपया मुझे बता सकते हैं कि भुगतान कैश ऑन डिलीवरी या ऑनलाइन है?,3,0
Goodbye! Have a nice day!, अलविदा! आपका दिन शुभ हो!,2,0
"You're always welcome! Have a nice day, good bye."," आपका हमेशा स्वागत है! आपका दिन शुभ हो, अलविदा।",3,2
no, नहीं,1,1
"Yeah, I need 2 roasted seasonal veggies pizza and 2 sodas"," हाँ, मुझे 2 भुनी हुई मौसमी सब्ज़ियाँ पिज़्ज़ा और 2 सोडा चाहिए",1,0
May I know the order please?, क्या मैं कृपया आदेश जान सकता हूँ?,2,0
YES, हां,2,2
Alright! The order total is $15. You can pay the amount to the delivery associate when he delivers your meal. Could you please help me out with your complete address and contact number?,ठीक है! ऑर्डर कुल $15 है। आप डिलीवरी सहयोगी को राशि का भुगतान तब कर सकते हैं जब वह आपका भोजन वितरित करता है। क्या आप कृपया अपना पूरा पता और संपर्क नंबर देने में मेरी मदद कर सकते हैं?,3,0
one pizza with both the toppings, दोनों टॉपिंग के साथ एक पिज़्ज़ा,0,0
VEG OUT, विश्राम करें,0,0
Thanks !, धन्यवाद !,3,2
Hey there! This is Blaze Pizza. May I know your order please?, सुनो! यह ब्लेज़ पिज्जा है। क्या मैं आपका आदेश जान सकता हूँ?,3,0
"Heyy! Welcome to Blaze Pizza, what would you like to have? "," अरे! ब्लेज़ पिज़्ज़ा में आपका स्वागत है, आप क्या खाना चाहेंगे?",3,0
thank you very much, बहुत बहुत धन्यवाद,3,2
1,1,0,0
hi, नमस्ते,2,0
"Thank you so much for sharing the information, could you please let me know how will you pay for the order online payment or cash on delivery? "," जानकारी साझा करने के लिए आपका बहुत-बहुत धन्यवाद, क्या आप कृपया मुझे बता सकते हैं कि आप ऑर्डर ऑनलाइन भुगतान या कैश ऑन डिलीवरी के लिए भुगतान कैसे करेंगे?",3,0
hai, हाय,2,0
Superb! Would that be all?, शानदार! क्या वह सब होगा?,2,2
Sure! Would you like to try our salads?, ज़रूर! क्या आप हमारे सलाद को आजमाना चाहेंगे?,3,0
Would you like to have anything else with the BigMac?, क्या आप BigMac के साथ कुछ और लेना चाहेंगे?,3,0
Amazing! would you also want to try our tasty salads?, अद्भुत! क्या आप भी हमारे स्वादिष्ट सलाद को आजमाना चाहेंगे?,3,2
"Sure!! I've added that too, Anything else you may like to taste?"," ज़रूर!! मैंने वह भी जोड़ा है, कुछ और जो आप चखना चाहें?",3,0
yes i like to 1 soda please, हाँ मुझे 1 सोडा पसंद है कृपया,3,0
hey sam, हे सामु,2,0
"You're welcome, Thank you for calling Blaze Pizza. Have a great day ahead!"," आपका स्वागत है, ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद। आगे एक महान दिन हो!",3,2
Have a great day, आपका दिन अच्छा रहे,2,2
"Alright! Your order has been successfully placed, it will be delivered to you with in 1 hour. You'll have to pay $30 at the delivery, is that okay?","ठीक है! आपका ऑर्डर सफलतापूर्वक दे दिया गया है, इसे 1 घंटे में आप तक पहुंचा दिया जाएगा। आपको डिलीवरी के समय $30 का भुगतान करना होगा, क्या यह ठीक है?",2,2
"Yeah! We have "" Buy any Signature pizza you'll get a free drink"". "," हाँ! हमारे पास ""कोई भी सिग्नेचर पिज़्ज़ा खरीदें, आपको एक निःशुल्क पेय मिलेगा""।",2,2
Sure! I'll help you with the order. Before that please could you share the delivery address and contact number?,ज़रूर! मैं आदेश के साथ आपकी मदद करूंगा। इससे पहले क्या आप डिलीवरी का पता और संपर्क नंबर साझा कर सकते हैं?,3,0
yes, हां,2,0
Goodbye! Have a wonderful day!, अलविदा! शानदार दिन हो!,3,0
"And, I'd also like to know, if the payment is by COD or online?"," और, मैं यह भी जानना चाहता हूं कि भुगतान सीओडी द्वारा किया गया है या ऑनलाइन?",1,0
No thank you, नहीं धन्यवाद,3,1
SODA, सोडा,0,0
YES I LIKE TO 1 SEA SALT COOKIE, हाँ मुझे 1 समुद्री नमक कुकी पसंद है,2,2
"i need mushrooms ,  olives ,  pineapple "," मुझे मशरूम, जैतून, अनानास चाहिए",1,0
Cool!! Could you please share your contact number and address to which you want the food to be delivered?, ठंडा!! क्या आप कृपया अपना संपर्क नंबर और पता साझा कर सकते हैं जिस पर आप खाना पहुंचाना चाहते हैं?,3,0
Goodbye! Have a wonderful day!, अलविदा! शानदार दिन हो!,3,0
nothing enough, काफी कुछ नहीं,1,1
i need 1 signature pizza, मुझे 1 सिग्नेचर पिज़्ज़ा चाहिए,1,0
hi, नमस्ते,2,0
Okay! Would you like to have some drinks with the pizza?, ठीक! क्या आप पिज्जा के साथ कुछ पेय पीना चाहेंगे?,3,0
Hello! Thank you for calling Blaze Pizzas. What would you like to order today?,नमस्ते! ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद। आज आप क्या ऑर्डर करना चाहेंगे?,3,0
thin, पतला,2,0
"Heyy there! Thanks for connecting to Blaze Pizza, what would you like to have today? "," अरे वहाँ! ब्लेज़ पिज़्ज़ा से जुड़ने के लिए धन्यवाद, आज आप क्या लेना चाहेंगे?",3,2
"Would you like to have small, medium or large ?"," क्या आप छोटा, मध्यम या बड़ा रखना चाहेंगे?",2,0
Medium, मध्यम,0,0
"Have a great day, goodbye."," आपका दिन शुभ हो, अलविदा।",3,2
"Sure, thank you! Would you need a drink with that?"," पक्का, आपका धन्यवाद! क्या आपको उसके साथ ड्रिंक चाहिए?",3,0
nthing, नथिंग,1,0
NO, ना,1,1
WAIT A MINUTE SPENCER.., एक मिनट स्पेंसर रुकिए..,0,0
nothing else, और कुछ नहीं,1,0
Wow! Cool! Would you like to add anything else?, बहुत खूब! ठंडा! क्या आप कुछ और जोड़ना चाहेंगे?,3,2
medium size.., मध्यम आकार..,0,0
Fine., ठीक।,1,0
"Delectable! That's my personal favorite dessert, I've noted that here. Would you like to have salads? "," मनोरम! यह मेरी व्यक्तिगत पसंदीदा मिठाई है, मैंने इसे यहाँ नोट किया है। क्या आप सलाद खाना चाहेंगे?",3,2
1 sea salt cookie, समुद्री नमक कुकी,2,0
cash on delivery, डिलवरी पर नकदी,0,0
Alright! Is there anything else that you'd like to order?, ठीक है! क्या कुछ और है जिसे आप ऑर्डर करना चाहेंगे?,2,0
yes, हां,2,0
i like to order pizza, मुझे पिज्जा ऑर्डर करना पसंद है,2,0
Hello! Thank you for calling Blaze Pizzas. What would you like to order today?,नमस्ते! ब्लेज़ पिज़्ज़ा को कॉल करने के लिए धन्यवाद। आज आप क्या ऑर्डर करना चाहेंगे?,3,0
Okay, ठीक,2,2
RED ONION, लाल प्याज,0,0
OK, ठीक है,2,0
"If I'm not wrong, is it veg out pizza you're referring to?"," अगर मैं गलत नहीं हूं, तो क्या यह वेज आउट पिज्जा है जिसका आप जिक्र कर रहे हैं?",1,0
Perfect! Would you like to customize the pizza?, उत्तम! क्या आप पिज़्ज़ा को कस्टमाइज़ करना चाहेंगे?,3,2
779 MELUR 8423519076, 779 मेलूर 8423519076,0,0
"Yeah. 6 pepperoni, 7 crumbled meatballs, 2 red onion, 5 mozzarella."," हाँ। 6 पेपरोनी, 7 क्रम्बल मीटबॉल, 2 लाल प्याज, 5 मोज़ेरेला।",0,0
"You're welcome. It's a pleasure assisting you. The delivery agent will reach out to you if there's any concern. Thank you calling us, have a great day ahead!"," आपका स्वागत है। आपकी सहायता करना खुशी की बात है। कोई चिंता होने पर डिलीवरी एजेंट आपसे संपर्क करेगा। हमें कॉल करने के लिए धन्यवाद, आपका दिन शुभ हो!",3,2
TOMATO & MOZZARELLA, टमाटर और मोज़ेरेला,0,0
YES I LIKE TO 1 SMORE PIE, हाँ मुझे 1 और पाई पसंद है,2,2
"TOPPINGS - SALAME, MUSHROOMS, OLIVES, RED ONIONS, VEGAN CHEESE AND CLASSIC RED SAUCE"," टॉपिंग्स - सलाम, मशरूम, जैतून, लाल प्याज, शाकाहारी पनीर और क्लासिक लाल सॉस",1,2
"Sure! I'll be glad to take the order. Before that, please could you share the delivery address and contact number."," ज़रूर! मुझे आदेश लेने में खुशी होगी। इससे पहले, कृपया आप डिलीवरी का पता और संपर्क नंबर साझा कर सकते हैं।",3,2
that's all, बस इतना ही,0,0
Yes! I've noted down that. Just to confirm do you want me to make it 2 soda?, हाँ! मैंने इसे नोट कर लिया है। बस यह पुष्टि करने के लिए कि क्या आप चाहते हैं कि मैं इसे 2 सोडा बना दूं?,2,0
"Thank you Rock, what would you like to have today?"," धन्यवाद रॉक, आज आप क्या लेना चाहेंगे?",3,2
Amazing! Could you please provide your phone number and the address for delivery?, अद्भुत! क्या आप कृपया अपना फोन नंबर और डिलीवरी के लिए पता प्रदान कर सकते हैं?,3,2
Superb! Could you please provide your phone number and the address for delivery?, शानदार! क्या आप कृपया अपना फोन नंबर और डिलीवरी के लिए पता प्रदान कर सकते हैं?,3,2
Amazing! Do you like to try our fries?, अद्भुत! क्या आप हमारे फ्राई ट्राई करना पसंद करते हैं?,2,2
"253 lynnway,lynn ma 8564"," 253 लिनवे, लिन एमए 8564",0,0
-3361,-3361,0,0
"Done! How would you prefer the crust of the pizzas thick, thin or gluten free? "," पूर्ण! आप पिज्जा के मोटे, पतले या लस मुक्त क्रस्ट को कैसे पसंद करेंगे?",3,0
and make sure i need make double cheese both,और सुनिश्चित करें कि मुझे डबल पनीर दोनों बनाने की ज़रूरत है,2,0
good evnenig, अच्छा इवनिग,3,2
