ENG_utterances,HIN_utterances,politeness,sentiment
sour, खट्टा,0,1
dude*, छैला*,0,0
name : raju and 9975, नाम: राजू और 9975,0,0
HII, HII,2,0
"Perfect! would you please share the last four digits of your SSN?
", उत्तम! क्या आप कृपया अपने SSN के अंतिम चार अंक साझा करेंगे?,3,0
"Oh! Sure, not a problem! I'd made a request to our team about this, and our associate will soon contact you and help you with a new card. Not to worry at all! We make sure that our customers are totally satisfied with our services! Not to worry! You'll soon receive a new card on your registered address."," ओह! ज़रूर, कोई समस्या नहीं! मैंने इस बारे में अपनी टीम से एक अनुरोध किया था, और हमारा सहयोगी जल्द ही आपसे संपर्क करेगा और एक नए कार्ड के लिए आपकी मदद करेगा। बिल्कुल भी चिंता न करें! हम सुनिश्चित करते हैं कि हमारे ग्राहक हमारी सेवाओं से पूरी तरह संतुष्ट हैं! कोइ चिंता नहीं! आपको जल्द ही अपने पंजीकृत पते पर एक नया कार्ड प्राप्त होगा।",3,2
Thank you so much for staying connected. Your lost credit card has been blocked and a new credit account will be sent to your address shortly.,जुड़े रहने के लिए आपका बहुत-बहुत धन्यवाद। आपका खोया हुआ क्रेडिट कार्ड ब्लॉक कर दिया गया है और जल्द ही आपके पते पर एक नया क्रेडिट खाता भेजा जाएगा।,3,2
Could you please let me know the last 4 digits of SSN and the last 4 digits of credit card account number?, क्या आप कृपया मुझे एसएसएन के अंतिम 4 अंक और क्रेडिट कार्ड खाता संख्या के अंतिम 4 अंक बता सकते हैं?,3,0
NO THANKS," जी नहीं, धन्यवाद",3,1
"Hello, how may I help you with today?"," हैलो, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
Please help me with the last four digits of the account number you would like the amount to be transferred to.,कृपया उस खाता संख्या के अंतिम चार अंकों के बारे में मेरी सहायता करें जिसमें आप राशि हस्तांतरित करना चाहते हैं।,3,0
01-06-2018,01-06-2018,0,0
I'm delighted that you are impressed and happy! I'm glad that I could resolve this for you. It was really my pleasure assisting you. Have an amazing day ahead., मुझे खुशी है कि आप प्रभावित और खुश हैं! मुझे खुशी है कि मैं इसे आपके लिए हल कर सका। आपकी सहायता करना वास्तव में मेरी खुशी थी। आगे एक अद्भुत दिन हो।,3,2
"okay, Good news! I've changed your address Panchavan, shortly you'll receive a email on your registered email Id, kindly, acknowledge it. Would there be anything else I may help you with?* "," ठीक है, अच्छी खबर है! मैंने आपका पता पंचवन बदल दिया है, शीघ्र ही आपको अपनी पंजीकृत ईमेल आईडी पर एक ईमेल प्राप्त होगा, कृपया इसे स्वीकार करें। क्या मैं आपकी कुछ और मदद कर सकता हूँ?*",3,2
You’re welcome. I had a great time assisting you. Please do feel free to reach out to us for further queries. Have a good day. Bye now., आपका स्वागत है। मुझे आपकी सहायता करने में बहुत अच्छा लगा। कृपया आगे के प्रश्नों के लिए हमसे बेझिझक संपर्क करें। आपका दिन शुभ हो। अलविदा।,3,2
Thank you very much, आपका बहुत बहुत धन्यवाद,3,2
No I haven't, नहीं मैंने नहीं किया,1,0
Sure. I'll help you with that. Could you please help me with your name and the four digits of SSN?, ज़रूर। मैं इसमें आपकी मदद करूंगा। क्या आप कृपया मुझे अपने नाम और एसएसएन के चार अंकों के साथ मदद कर सकते हैं?,3,0
Hey there! How may I help you?, सुनो! क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
I appreciate for holding on. You're order has been placed and it'll be sent to you in 2-3 business days., मैं धारण करने के लिए सराहना करता हूं। आपको आदेश दे दिया गया है और यह आपको 2-3 कार्यदिवसों में भेज दिया जाएगा।,3,0
"I'll be glad to help you out with that however, according to company's policies we require your account number and SSN to proceed further."," मुझे इसमें आपकी सहायता करने में खुशी होगी, हालांकि, कंपनी की नीतियों के अनुसार हमें आगे बढ़ने के लिए आपके खाता संख्या और एसएसएन की आवश्यकता है।",3,0
Perfect! May I also know the sum of money to be transferred?, उत्तम! क्या मुझे यह भी पता चल सकता है कि कितनी राशि ट्रांसफर की जानी है?,2,2
"Dean Nguyen
", डीन गुयेन,0,0
Jazlynn Bond, जैज़लिन बॉन्ड,0,0
"I hope that was useful, did I answer all your questions?"," मुझे आशा है कि यह उपयोगी था, क्या मैंने आपके सभी प्रश्नों का उत्तर दिया?",3,0
Cool! May I also know the last four digits of your SSN?, ठंडा! क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,3,0
24th jun 18,24 जून 18,0,0
20-06-2018,20-06-2018,0,0
A very good morning. How may I help you today?, एक बहुत अच्छी सुबह। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,2
"blaine, david"," ब्लेन, डेविड",0,0
thanks, धन्यवाद,2,2
7787,7787,0,0
Sure! Could you please help me out with your full name?, ज़रूर! क्या आप कृपया अपने पूरे नाम के साथ मेरी मदद कर सकते हैं?,3,0
20USD is extra charged on the bill.please remove it, 20USD बिल पर अतिरिक्त शुल्क लिया जाता है। कृपया इसे हटा दें,3,1
Check account balance, अकाउंट बैलेंस चेक करें,1,0
"Perfect! would you please share the last four digits of your SSN?
", उत्तम! क्या आप कृपया अपने SSN के अंतिम चार अंक साझा करेंगे?,3,0
Hello sir., नमस्ते महोदय।,3,0
"Sure, you can connect with us anytime. Thank you for reaching out to us. I’m glad I could help. Good day!"," ज़रूर, आप हमसे कभी भी जुड़ सकते हैं। हमसे संपर्क की पहल के लिए आपका धन्यवाद। मैं खुश हूं कि मैं मदद कर सका। अच्छा दिन!",3,2
Yes. sir., हाँ। महोदय।,2,0
My full name is Savariraj, मेरा पूरा नाम सावरिराज है,1,0
I'm sorry about that. I'll do my best to help you. Please may I know your name?, मैं इस बारे में माफी चाहता हूँ। मैं आपकी मदद करने की पूरी कोशिश करूंगा। कृपया क्या मैं आपका नाम जान सकता हूँ?,3,0
Heloo Sir...i need transfer money from one account to another, हेलो सर...मुझे एक अकाउंट से दूसरे अकाउंट में पैसे ट्रांसफर करने हैं,2,0
"Thank you Kamal, Could you let me know the last 4 digits of SSN and the last 4 digits of account number please?"," धन्यवाद कमल, क्या आप कृपया मुझे एसएसएन के अंतिम 4 अंक और खाता संख्या के अंतिम 4 अंक बता सकते हैं?",3,0
I WANT TO TRANSFER MONEY, मैं पैसे ट्रांसफर करना चाहता हूं,1,1
wait a minute u have transfers my money ?, एक मिनट रुकिए क्या आपने मेरा पैसा ट्रांसफर कर दिया है?,1,0
It's supposed to be 8584 Burns St, यह 8584 Burns St . माना जाता है,0,0
Could you please let me know the name and last 4 digits of SSN, क्या आप कृपया मुझे SSN का नाम और अंतिम 4 अंक बता सकते हैं?,3,0
Hai, हाई,2,0
My credit card will missing, मेरा क्रेडिट कार्ड गायब हो जाएगा,2,1
Always a pleasure. Is there anything else I could assist you with?, हमेशा एक खुशी की बात है। क्या कुछ और है जिसमें मैं आपकी सहायता कर सकता हूं?,2,2
You're most welcome. Would there be anything else I may help you with?,आपका स्वागत है। क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,3,2
24TH JUN, 24 जून,0,0
"I hope that was useful, It was really pleasure assisting you. Have a great day ahead, Hope to see you again","मुझे आशा है कि यह उपयोगी था, आपकी सहायता करके वास्तव में खुशी हुई। आगे आपका दिन अच्छा हो, आशा है कि आप फिर से मिलेंगे",3,2
"I'll help ypou out with that, could you please help me out with your full name and last 4 digits of your SSN?"," मैं इसमें आपकी मदद करूंगा, क्या आप कृपया अपना पूरा नाम और अपने एसएसएन के अंतिम 4 अंकों के साथ मेरी मदद कर सकते हैं?",3,0
"Hello there, How may I help you today?
"," नमस्ते, मैं आज आपकी कैसे मदद कर सकता हूँ?",3,0
"For sure, the bank's routing number is 444-569-125."," निश्चित रूप से, बैंक का रूटिंग नंबर 444-569-125 है।",2,0
Yes, हाँ,2,0
"Awesome! I'm glad I was of help, have an amazing day ahead! "," बहुत बढ़िया! मुझे खुशी है कि मैं मदद कर रहा था, आगे एक अद्भुत दिन है!",3,2
The amount has been transferred and you'll be getting an email as well., राशि स्थानांतरित कर दी गई है और आपको एक ईमेल भी प्राप्त होगा।,1,0
"Not a problem, thank you."," कोई समस्या नहीं, धन्यवाद।",3,2
"Hello, how may I help you today?"," हैलो, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
hi, नमस्ते,2,0
It was wonderful talking to you. Have a great day,आपसे बात करके बहुत अच्छा लगा। आपका दिन अच्छा रहे,3,2
Would there be anything else I may help you with today?, क्या आज मैं आपकी कुछ और मदद कर सकता हूँ?,2,0
My pleasure Utkarsh. Could you please let me know the last 4 digits of SSN and the last 4 digits of credit card account number?, मेरी खुशी उत्कर्ष। क्या आप कृपया मुझे एसएसएन के अंतिम 4 अंक और क्रेडिट कार्ड खाता संख्या के अंतिम 4 अंक बता सकते हैं?,3,0
"Sure! Please help me with the last four digits of the account number you would like the amount to be transferred to.
", ज़रूर! कृपया उस खाता संख्या के अंतिम चार अंकों के बारे में मेरी सहायता करें जिसमें आप राशि हस्तांतरित करना चाहते हैं।,3,0
Okay, ठीक,2,0
"Hello there, how may I help you today?"," नमस्ते, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
Could you please help me out with when was the last time the card was used and was there any police report filed?, क्या आप कृपया मेरी मदद कर सकते हैं कि पिछली बार कार्ड का उपयोग कब किया गया था और क्या कोई पुलिस रिपोर्ट दर्ज की गई थी?,3,0
HII, HII,2,0
Sorry for the confusion?, गलतफहमी के लिए खेद है?,2,0
Hello I got an extra charge of $15 in credit card bill. Could you please check it for me?, नमस्ते मुझे क्रेडिट कार्ड बिल में $15 का अतिरिक्त शुल्क मिला है। क्या आप कृपया इसे मेरे लिए जाँच सकते हैं?,3,1
1234 and 78964548123545334533, 1234 और 78964548123545334533,0,0
I WANT TO CHECK MY ACCOUNT BALANCE,मैं अपना खाता शेष देखना चाहता/चाहती हूं,1,0
I'll be glad to assist you with that.  May I know your name please?, मुझे इसमें आपकी सहायता करने में खुशी होगी। क्या मैं आपका नाम जान सकता हूँ?,3,0
ok it's 1234567890, ठीक है 1234567890,2,0
I’ll help you with that. May I know your name please?, मैं इसमें आपकी मदद करूंगा। क्या मैं आपका नाम जान सकता हूँ?,3,0
You're most welcome! Thank you for reaching out to us. Good day!, आपका स्वागत है! हमसे संपर्क की पहल के लिए आपका धन्यवाद। अच्छा दिन!,3,2
"12 LAKE VIEW, LINCOLN CIRCLE , MN-4567 "," 12 लेक व्यू, लिंकन सर्कल, एमएन-4567",0,0
Yes sir., जी श्रीमान।,2,0
Is there anything else I may assist you with?, क्या कुछ और है जिसमें मैं आपकी सहायता कर सकता हूं?,2,0
I hope we are still connected?, मुझे आशा है कि हम अभी भी जुड़े हुए हैं?,2,0
369,369,0,0
Could you also please confirm when was the last time the card was used and was there any police report filed?, क्या आप कृपया यह भी पुष्टि कर सकते हैं कि कार्ड का उपयोग पिछली बार कब किया गया था और क्या कोई पुलिस रिपोर्ट दर्ज की गई थी?,3,0
"Absolutely fine! I'll surely help you with that, May I know your first and last name please?"," बिल्कुल ठीक! मैं निश्चित रूप से इसमें आपकी मदद करूंगा, क्या मैं आपका पहला और अंतिम नाम जान सकता हूं?",3,0
Nothing else, और कुछ नहीं,2,0
Thank you very much, आपका बहुत बहुत धन्यवाद,3,2
Not a problem at all! I'll just change that for you Mr.Holmes., कोई दिक्कत नहीं! मैं अभी आपके लिए इसे बदल दूँगा श्रीमान होम्स।,2,0
Great! Let me do that for you right away. Just allow me a moment while I close the account for you.," महान! मुझे यह आपके लिए तुरंत करने दो। जब तक मैं आपके लिए खाता बंद कर दूं, बस मुझे एक क्षण दें।",3,2
2.45896E+15,2.45896E+15,0,0
May I also know the last four digits of your SSN?, क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,2,0
"Thank you. Could you please provide me the date when card was last used.
", शुक्रिया। क्या आप कृपया मुझे वह तिथि प्रदान कर सकते हैं जब कार्ड का अंतिम बार उपयोग किया गया था।,3,0
I'll be glad to assist you with the card., मुझे कार्ड के साथ आपकी सहायता करने में खुशी होगी।,3,2
"Hi Drew! I'm afraid my credit card is either lost or stolen, can you help me?"," हाय ड्रू! मुझे डर है कि मेरा क्रेडिट कार्ड या तो खो गया है या चोरी हो गया है, क्या आप मेरी मदद कर सकते हैं?",3,0
"Sure. Could you please help me with your full name and the last four digits of your account number and SSN?
",ज़रूर। क्या आप कृपया अपना पूरा नाम और अपने खाता संख्या और एसएसएन के अंतिम चार अंकों के साथ मेरी मदद कर सकते हैं?,3,0
MY CARD WAS LAST ON 06/25/2018, मेरा कार्ड 06/25/2018 को अंतिम था,1,0
I NEED TO TRANSFER MONEY FROM MY A/C TO MY BROTHER, मुझे अपने खाते से अपने भाई को पैसे स्थानांतरित करने की आवश्यकता है,2,1
"I'm so sorry that due to some technical glitch with our system you were charged incorrectly, I'll personally look into it and it resolved as soon as possible and make sure that this doesn't happen again.  For now I've made a request for a refund of $400."," मुझे खेद है कि हमारे सिस्टम के साथ कुछ तकनीकी गड़बड़ी के कारण आपसे गलत तरीके से शुल्क लिया गया था, मैं व्यक्तिगत रूप से इस पर गौर करूंगा और इसे जल्द से जल्द हल किया जाएगा और सुनिश्चित किया जाएगा कि ऐसा दोबारा न हो। अभी के लिए मैंने $400 की वापसी का अनुरोध किया है।",3,1
That should do sir. Please give me a minute to work on this., ऐसा करना चाहिए सर। कृपया मुझे इस पर काम करने के लिए एक मिनट दें।,2,0
ok, ठीक है,2,0
9954,9954,0,0
5.68675E+13,5.68675E+13,0,0
May I confirm the address provided by you?, क्या मैं आपके द्वारा दिए गए पते की पुष्टि कर सकता हूं?,2,0
My full name is Balaji, मेरा पूरा नाम बालाजी है,1,0
"Hi there, how may I help you today?"," नमस्ते, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
bye, अलविदा,2,0
"My pleasure. Anything else I may help you out with?
", मेरा सौभाग्य। कुछ और मैं आपकी मदद कर सकता हूं?,3,2
Yeah sure Latha., हाँ ज़रूर लता।,2,0
My name is Sangari, मेरा नाम संगरी है,2,0
bye, अलविदा,2,0
"I'm afraid i will not be able to help you in this regards, you would have to reach the bank."," मुझे डर है कि मैं इस संबंध में आपकी मदद नहीं कर पाऊंगा, आपको बैंक पहुंचना होगा।",2,1
"Hey there, how may I help you today?"," अरे वहाँ, मैं आज आपकी कैसे मदद कर सकता हूँ?",3,0
Thank you for staying connected. Your request has been successful and updated to NO 4 LAKE VIEW ROAD BRIDGE TOWN AL 45286., जुड़े रहने के लिए धन्यवाद। आपका अनुरोध सफल हो गया है और इसे नंबर 4 लेक व्यू रोड ब्रिज टाउन एएल 45286 में अपडेट कर दिया गया है।,3,2
Yes, हाँ,2,0
"sure, I'll be able to help you regarding this. Please may I know your name?"," ज़रूर, मैं इस बारे में आपकी मदद कर पाऊंगा। कृपया क्या मैं आपका नाम जान सकता हूँ?",2,0
"Thank you. Could you please provide me the date when card was last used.
", शुक्रिया। क्या आप कृपया मुझे वह तिथि प्रदान कर सकते हैं जब कार्ड का अंतिम बार उपयोग किया गया था।,3,0
Thank you. Could you please help me out with the new address?, शुक्रिया। क्या आप कृपया मुझे नए पते के साथ मदद कर सकते हैं?,3,0
May I also know the last four digits of your SSN?, क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,2,0
Very happy to hearing this message..Thanks for your help..,यह संदेश सुनकर बहुत खुशी हुई..आपकी मदद के लिए धन्यवाद..,3,2
I'd also require the complete 16 digit credit card number.,मुझे पूरे 16 अंकों के क्रेडिट कार्ड नंबर की भी आवश्यकता होगी।,1,0
"Thank you for using our live chat service. I'm now closing this chat. If you have any other concerns in the future, please don’t hesitate to let us know. Have a great day!
"," हमारी लाइव चैट सेवा का उपयोग करने के लिए धन्यवाद। मैं अब इस चैट को बंद कर रहा हूं। यदि भविष्य में आपकी कोई अन्य चिंता है, तो कृपया हमें बताने में संकोच न करें। आपका दिन अच्छा रहे!",3,2
"Yeah, its 1234 5678 9101 1213. Expiration date: 4/20"," हाँ, इसकी 1234 5678 9101 1213। समाप्ति तिथि: 4/20",0,1
Hello, नमस्ते,2,0
can i visit the bank regadring this, क्या मैं इस संबंध में बैंक जा सकता हूं,3,0
S A TYPING MISTAKE. SORRY, एसए टाइपिंग गलती। माफ़ करना,2,1
Perfect! Kindly give me a minute., उत्तम! कृपया मुझे एक मिनट दें।,3,2
Good morning!, सुबह बख़ैर!,3,2
"587 KURUPPUSAMY KOVIL STREET,MARKET LANE,ERODE"," 587 कुरुपुसामी कोविल स्ट्रीट, मार्केट लेन, इरोड",0,0
You’re welcome. I had a great time assisting you. Please do feel free to reach out to us for further queries. Have a good day. Bye now., आपका स्वागत है। मुझे आपकी सहायता करने में बहुत अच्छा लगा। कृपया आगे के प्रश्नों के लिए हमसे बेझिझक संपर्क करें। आपका दिन शुभ हो। अलविदा।,3,2
transfer the amount from 3678 to 9876, राशि को 3678 से 9876 . में ट्रांसफर करें,0,0
May I also know the last 4 digits of account to which you’d like to transfer?, क्या मैं उस खाते के अंतिम 4 अंक भी जान सकता हूँ जिसमें आप स्थानांतरित करना चाहते हैं?,3,0
Thank you. Could you please help me with the  last 4 digits of the account number to which you want to transfer amount?, शुक्रिया। क्या आप कृपया मुझे उस खाता संख्या के अंतिम 4 अंकों में मदद कर सकते हैं जिसमें आप राशि हस्तांतरित करना चाहते हैं?,3,0
13th june 18, 13 जून 18,0,0
With pleasure! Have a great day!, क्यों नहीं! आपका दिन अच्छा रहे!,2,2
Have a great day!, आपका दिन अच्छा रहे!,2,2
"Thank you for using our live chat service, and we hope to hear from you again! Goodbye!
"," हमारी लाइव चैट सेवा का उपयोग करने के लिए धन्यवाद, और हम आपसे फिर से सुनने की आशा करते हैं! अलविदा!",3,2
"Anything else I may help you out with?
", कुछ और मैं आपकी मदद कर सकता हूं?,2,0
Sure! You can visit www.bankservices.com for further process., ज़रूर! आगे की प्रक्रिया के लिए आप www.bankservices.com पर जा सकते हैं।,2,0
hai..my card missing so please close, हाय..मेरा कार्ड गायब है तो कृपया बंद करें,3,0
"Thank you for your time and patience. We are glad to be able to assist you. You have a great day.
", आपके समय और धैर्य के लिए आपका धन्यवाद। हमें आपकी सहायता करने में सक्षम होने में प्रसन्नता हो रही है। आपका दिन बहुत बढ़िया हो।,3,2
$15*, $15*,0,0
GOOD MORNING. I HAVE ERROR IN MY CREDIT CARD BILL., शुभ प्रभात। मेरे क्रेडिट कार्ड बिल में त्रुटि है।,3,1
my account no:4568 moving account no:3689, माई अकाउंट नंबर:4568 मूविंग अकाउंट नंबर:3689,1,0
I'm sorry but could you tell me your correct name? Is it Sharukh or Salman?," मुझे खेद है, लेकिन क्या आप मुझे अपना सही नाम बता सकते हैं? शाहरुख हैं या सलमान?",3,0
"Hi, my credit card"," नमस्ते, मेरा क्रेडिट कार्ड",3,0
I HAVE LOST MY CREDIT CARD, मैंने अपना क्रेडिट कार्ड खो दिया है,1,1
thank you, धन्यवाद,2,2
"Hi there, how may I help you today?"," नमस्ते, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
"Hey! I've updated your address, you'll receive a notification on your banking application about the same shortly. Kindly, acknowledge it.  Would there be anything else I may help you with? ","अरे! मैंने आपका पता अपडेट कर दिया है, आपको जल्द ही इसके बारे में अपने बैंकिंग आवेदन पर एक सूचना प्राप्त होगी। कृपया, इसे स्वीकार करें। क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?",3,0
mani sharma, मणि शर्मा,0,0
"It's actually 4321 Nunya Lane, Anyville, IN 47713"," यह वास्तव में 4321 नुन्या लेन, एनीविल, 47713 में है",1,0
05-12-2018,05-12-2018,0,0
MANULA, मानुला,0,0
hi, नमस्ते,2,0
thank you, धन्यवाद,2,2
2256,2256,0,0
Are we still connected?, हम अभी भी जुड़े हैं?,1,0
"Thanks for being patient. I've transferred $10,000 from 5466 to 1236."," धैर्य रखने के लिए धन्यवाद। मैंने $10,000 को 5466 से 1236 में स्थानांतरित कर दिया है।",3,2
I would like to change my account address.., मुझे अपने खाते का पता बदलना है..,3,0
Hai..i want  transfer money from one account to another, हाय..मैं एक खाते से दूसरे खाते में पैसे ट्रांसफर करना चाहता हूं,2,0
"My credit card was getting error , so please clear it"," मेरे क्रेडिट कार्ड में त्रुटि हो रही थी, इसलिए कृपया इसे साफ़ करें",2,1
"I appreciate you bringing this to our attention, so that we can deal with this immediately. Could you please let me know your name, last 4 digits of SSN and credit card number?","इस बात को हमारे ध्यान में लाने के लिए मैं आपकी सराहना करता हूं, ताकि हम इससे तुरंत निपट सकें। क्या आप कृपया मुझे अपना नाम, एसएसएन के अंतिम 4 अंक और क्रेडिट कार्ड नंबर बता सकते हैं?",3,2
Could you also please help me out with your full credit card number?, क्या आप कृपया अपना पूरा क्रेडिट कार्ड नंबर देने में भी मेरी मदद कर सकते हैं?,3,0
"Mercedes Salas
", मर्सिडीज सालास,0,0
Could you please let me know the last 4 digits of SSN and the last 4 digits of credit card account number?, क्या आप कृपया मुझे एसएसएन के अंतिम 4 अंक और क्रेडिट कार्ड खाता संख्या के अंतिम 4 अंक बता सकते हैं?,3,0
THANK YOU DONE A GREAT JOB, धन्यवाद आपने बहुत अच्छा काम किया,3,2
HI, नमस्ते,2,0
"Hello there, how may I help you today?"," नमस्ते, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
"Awesome. May I know the new address , so that I can update the same for you.
"," बहुत बढ़िया। क्या मुझे नया पता पता है, ताकि मैं आपके लिए इसे अपडेट कर सकूं।",3,2
65.23,65.23,0,0
"As per your request, I have transferred the amount $50to the account ending with 2299. You'll be receiving a confirmation message regarding this. Is there anything else I can help you with?"," आपके अनुरोध के अनुसार, मैंने $50 की राशि 2299 से समाप्त होने वाले खाते में स्थानांतरित कर दी है। आपको इस संबंध में एक पुष्टिकरण संदेश प्राप्त होगा। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?",3,0
no query, कोई प्रश्न नहीं,1,0
4832,4832,0,0
Thank you for the information. I see that you have $5000 in your account. Let me know if you have any other queries.,जानकारी के लिए धन्यवाद। मैं देख रहा हूँ कि आपके खाते में $5000 हैं। यदि आपके कोई अन्य प्रश्न हैं तो मुझे बताएं।,3,0
"As per your request, I have transferred the amount $50 to the account ending with 3699. You'll be receiving a confirmation message regarding this. Is there anything else I can help you with?","आपके अनुरोध के अनुसार, मैंने $50 की राशि 3699 से समाप्त होने वाले खाते में स्थानांतरित कर दी है। आपको इस संबंध में एक पुष्टिकरण संदेश प्राप्त होगा। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?",3,0
OK, ठीक है,2,0
"however, I'll look into it."," हालांकि, मैं इसे देख लूंगा।",2,0
Thank you for sharing the information. I've processed the request for the change of address. You'll shortly receive a confirmation E-mail., जानकारी साझा करने के लिए धन्यवाद। मैंने पते में परिवर्तन के अनुरोध को संसाधित कर लिया है। आपको शीघ्र ही एक पुष्टिकरण ई-मेल प्राप्त होगा।,3,2
WAIT A MINUTE, ज़रा ठहरिये,0,0
"You're welcome, ma'am. I'm glad I could help. Great Day!", आपका स्वागत है मैडम। मैं खुश हूं कि मैं मदद कर सका। भव्य दिवस!,3,2
Sure! May I please know the last four digits of your account number?, ज़रूर! क्या मैं कृपया आपके खाता संख्या के अंतिम चार अंक जान सकता हूँ?,3,0
"Good Morning! I need to make a transfer from my savings to my checking account, can you help me?"," शुभ प्रभात! मुझे अपनी बचत से अपने चेकिंग खाते में स्थानांतरण करने की आवश्यकता है, क्या आप मेरी मदद कर सकते हैं?",3,0
"Alas! I'm so sorry to hear that, I'll surely help you out with this. May I know your first and last name please?"," काश! मुझे यह सुनकर बहुत अफ़सोस हुआ, मैं निश्चित रूप से इसमें आपकी मदद करूँगा। क्या मैं आपका पहला और अंतिम नाम जान सकता हूँ?",3,0
6978,6978,0,0
Nothing else, और कुछ नहीं,2,0
I would be glad to assist you on checking the balance. Could you help me with your name and last four digits of the SSN?, मुझे शेष राशि की जांच करने में आपकी सहायता करने में खुशी होगी। क्या आप अपने नाम और SSN के अंतिम चार अंकों के साथ मेरी मदद कर सकते हैं?,3,0
are we still connected?, हम अभी भी जुड़े हैं?,1,0
May I confirm the address provided by you?, क्या मैं आपके द्वारा दिए गए पते की पुष्टि कर सकता हूं?,2,0
I'm so sorry. Could you please elaborate on your concern?, मुझे खेद है। क्या आप कृपया अपनी चिंता के बारे में विस्तार से बता सकते हैं?,3,1
Perfect! Is there anything I could assist you with?, उत्तम! क्या कोई ऐसी चीज है जिसमें मैं आपकी सहायता कर सकता हूं?,3,2
"
Perfect! May I also know the last four digits of your SSN?", उत्तम! क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,3,0
Thank you very much for the details. Your error will be fixed and updated shortly. You'll receive an e-mail about the updated bill.,विवरण के लिए आपका बहुत-बहुत धन्यवाद। आपकी त्रुटि को शीघ्र ही ठीक और अद्यतन किया जाएगा। आपको अपडेट किए गए बिल के बारे में एक ई-मेल प्राप्त होगा।,3,2
Perfect! May I know if there's a complaint about the credit card to the police?, उत्तम! क्या मुझे पता चल सकता है कि पुलिस को क्रेडिट कार्ड के बारे में कोई शिकायत है या नहीं?,2,2
"I'm sorry to hear that. However, I'll do my best to help you out. Please may I know your name?"," उसे सुनने के लिए मुझे माफ करें। हालांकि, मैं आपकी मदद करने की पूरी कोशिश करूंगा। कृपया क्या मैं आपका नाम जान सकता हूँ?",3,1
yes, हां,2,0
yesterday, कल,2,0
Have a great day, आपका दिन अच्छा रहे,2,2
Hi Jamie, हाय जेमी,3,0
"Could you please help me with your full name, the last four digits of your SSN and your credit card number?
"," क्या आप कृपया अपना पूरा नाम, अपने एसएसएन के अंतिम चार अंक और अपने क्रेडिट कार्ड नंबर के साथ मेरी मदद कर सकते हैं?",3,0
"How may I help you today?
", आज मैं आपकी कैसे मदद कर सकता हूँ?,2,0
HELLO, नमस्ते,2,0
"Okay, please help me with your first and last name?"," ठीक है, कृपया अपने पहले और अंतिम नाम के साथ मेरी मदद करें?",3,0
Thank you for the information. I see that you have $2000 in your account. Let me know if you have any other queries., जानकारी के लिए धन्यवाद। मैं देख रहा हूँ कि आपके खाते में $2000 हैं। यदि आपके कोई अन्य प्रश्न हैं तो मुझे बताएं।,3,0
Hi, नमस्ते,2,0
24-Jun,24-Jun,0,0
"Perfect! As I have checked here, your account balance for the account ending with 6445 is $25,263. Is there anything else I may help you with for today?"," उत्तम! जैसा कि मैंने यहां जांचा है, 6445 से समाप्त होने वाले खाते के लिए आपके खाते की शेष राशि $25,263 है। क्या कुछ और है जो मैं आज के लिए आपकी मदद कर सकता हूँ?",3,2
Good work, अच्छा काम,3,2
Sorry?, माफ़ करना?,2,0
nothing else, और कुछ नहीं,1,0
Hey Angulo!  Could you let me know the last 4 digits of SSN and the last 4 digits of account number please?, अरे अंगुलो! क्या आप कृपया मुझे SSN के अंतिम 4 अंक और खाता संख्या के अंतिम 4 अंक बता सकते हैं?,3,0
"Hello, how may I help you today?"," हैलो, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
That's great! Please allow a minute.,एक दम बढ़िया! कृपया एक मिनट का समय दें।,3,2
Concerned person from the dedicated team will contact you as soon as possible to discuss the lower rates. Let me know if you have any other queries., कम दरों पर चर्चा करने के लिए समर्पित टीम से संबंधित व्यक्ति जल्द से जल्द आपसे संपर्क करेगा। यदि आपके कोई अन्य प्रश्न हैं तो मुझे बताएं।,1,0
i need a financial details of my account, मुझे अपने खाते का वित्तीय विवरण चाहिए,2,0
change my address on myaccount, myaccount पर मेरा पता बदलें,2,0
YES DREW.. please process, हाँ ड्रू.. कृपया प्रक्रिया करें,2,0
Thanks. To get your bank details I would need your last 4 digits of SSN., धन्यवाद। आपका बैंक विवरण प्राप्त करने के लिए मुझे आपके एसएसएन के अंतिम 4 अंकों की आवश्यकता होगी।,3,0
433634634,433634634,0,0
