ENG_utterances,HIN_utterances,politeness,sentiment
A12, ए12,0,0
Hey there! Good morning! you've reached Jet airlines customer service! You're connected to Sam! How may I help you today?, सुनो! सुबह बख़ैर! आप जेट एयरलाइंस ग्राहक सेवा तक पहुँच चुके हैं! आप सैम से जुड़े हुए हैं! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
OK, ठीक है,2,0
Hello Good evening!, हैलो गुड इवनिंग!,3,0
Sure! Would you please help me with the number of passengers? and also on whose name the booking has to be done?, ज़रूर! क्या आप कृपया यात्रियों की संख्या के बारे में मेरी मदद करेंगे? और साथ ही किसके नाम से बुकिंग करवानी है?,3,0
Good morning! You've reached Flamingo customer services. How may I help you today?, सुबह बख़ैर! आप फ्लेमिंगो ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
"Awesome! Well Mr.William  your seat number is C12 which is a window seat, Is that okay?"," बहुत बढ़िया! खैर मिस्टर विलियम आपकी सीट का नंबर C12 है जो एक विंडो सीट है, क्या यह ठीक है?",3,2
hi, नमस्ते,2,0
Here's what I've found for you- Skyline with $523 and Greatlakes with $592. Please tell me your choice, यहाँ मैंने आपके लिए जो पाया है- $ 523 के साथ स्काईलाइन और $ 592 के साथ ग्रेटलेक्स। कृपया मुझे अपनी पसंद बताएं,2,0
Great! And your email address would be?, महान! और आपका ईमेल पता होगा?,3,2
booking confirmation number KLM586., बुकिंग पुष्टिकरण संख्या KLM586।,2,0
okay, ठीक है,2,0
"Sure, it is 23KH87"," ज़रूर, यह 23KH87 . है",2,0
"I'm sorry, could you please recheck? There are 7 characters in the confirmation number you have provided?","मुझे खेद है, क्या आप कृपया दोबारा जांच कर सकते हैं? आपके द्वारा प्रदान की गई पुष्टिकरण संख्या में 7 वर्ण हैं?",3,0
PREMJI07@GMAIL.COM, PREMJI07@GMAIL.COM,0,0
May I please know your email address?, क्या मैं आपका ईमेल पता जान सकता हूँ?,3,0
"Hi, Good Morning. I wants to book a flight", हाय सुप्रभात। मैं एक उड़ान बुक करना चाहता हूँ,3,0
"Perfect! Thank you Joseph. Please allow me for a moment, while I get this done for you."," उत्तम! धन्यवाद जोसेफ। कृपया मुझे एक पल के लिए अनुमति दें, जबकि मैं आपके लिए यह कर रहा हूं।",3,2
OKAY THANKS, ठीक है शुक्रिया,3,2
Surely! Could you please help me with your Last name and booking confirmation number?, निश्चित रूप से! क्या आप कृपया अपने अंतिम नाम और बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,0
Good morning! You've reached Flamingo customers service. How may I help you today?, सुबह बख़ैर! आप फ्लेमिंगो ग्राहक सेवा तक पहुँच चुके हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,1
Could you please elaborate on your query?, क्या आप कृपया अपनी क्वेरी के बारे में विस्तार से बता सकते हैं?,3,0
thank you, धन्यवाद,2,2
DELHI TO CHENNAI, दिल्ली से चेन्नई,2,0
I would like to change my seat asignment kindly guide me., मैं अपना सीट असाइनमेंट बदलना चाहता हूं कृपया मेरा मार्गदर्शन करें।,3,1
"Sure, it is Smith and the booking number is K2MEW5"," ज़रूर, यह स्मिथ है और बुकिंग नंबर K2MEW5 . है",2,0
no thanks," जी नहीं, धन्यवाद",3,1
You, आप,0,0
"My pleasure! It was great assisting you, thanks for choosing our services. Have a safe flight, goodbye.","मेरा सौभाग्य! आपकी सहायता करके बहुत अच्छा लगा, हमारी सेवाओं को चुनने के लिए धन्यवाद। एक सुरक्षित उड़ान लो, अलविदा।",3,2
i want to know my seat no, मुझे अपना सीट नंबर जानना है,2,0
Would this deal be okay for you?, क्या यह सौदा आपके लिए ठीक रहेगा?,2,0
"Sure, Richard! Could you please help me with the booking confirmation number?"," ज़रूर, रिचर्ड! क्या आप कृपया बुकिंग पुष्टिकरण संख्या के बारे में मेरी सहायता कर सकते हैं?",3,0
yes, हां,2,0
Definitely! I'd be glad to help you with that. Could you please help me with your last name and your booking confirmation number?, निश्चित रूप से! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या आप कृपया अपने अंतिम नाम और अपनी बुकिंग पुष्टिकरण संख्या के साथ मेरी मदद कर सकते हैं?,3,2
Perfect! Please stay on hold while I check the details and get back to you.," उत्तम! जब तक मैं विवरणों की जांच करता हूं और आपसे संपर्क करता हूं, कृपया होल्ड पर रहें।",3,2
Middle, मध्यम,0,0
OK THANKS, ठीक है धन्यवाद,3,2
I want check my seat assignment, मुझे अपना सीट असाइनमेंट चेक करना है,2,0
Yes, हाँ,2,0
"I'm glad that was helpful, thank you for reaching out to us. Have a great day ahead!"," मुझे खुशी है कि यह मददगार था, हमसे संपर्क करने के लिए धन्यवाद। आगे एक महान दिन हो!",3,2
Can you help me for my seat assignment,क्या आप मेरी सीट असाइनमेंट के लिए मेरी मदद कर सकते हैं,3,0
"Hello, you've reached Sky Travels. How may I help you today?"," नमस्कार, आप स्काई ट्रेवल्स में पहुंच गए हैं। आज मैं आपकी कैसे मदद कर सकता हूँ?",3,0
Welcome to PilotAirlines! You're talking to the Customer Executive! How may I help you today?, पायलट एयरलाइंस में आपका स्वागत है! आप ग्राहक कार्यकारी से बात कर रहे हैं! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
That's all thank you, बस आपका धन्यवाद,3,0
k98j67, k98j67,2,0
Thank you for staying on hold. I appreciate your patience. Your seat number is A9 and it is a window seat. Is there anything else that I may help you with?,रुके रहने के लिए धन्यवाद। मैं आपके धैर्य की सराहना करता हूँ। आपकी सीट का नंबर A9 है और यह विंडो सीट है। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
i need a boarding pass, मुझे बोर्डिंग पास चाहिए,1,0
Fantastic! The boarding pass will be sent to the email address or phone number shortly., ज़बरदस्त! बोर्डिंग पास शीघ्र ही ईमेल पते या फोन नंबर पर भेज दिया जाएगा।,2,2
ok thanks, ठीक है धन्यवाद,3,0
SHRI55@GMAIL.COM AND 845 251 7480, SHRI55@GMAIL.COM और 845 251 7480,0,0
"Amazing! I've checked with my resources, your seat number is B5 and it is a window seat. Is there anything else I may help you with?"," अद्भुत! मैंने अपने संसाधनों से जाँच की है, आपकी सीट संख्या B5 है और यह एक विंडो सीट है। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?",3,2
Would there be anything else I may assist you with?, क्या कुछ और होगा जिसमें मैं आपकी सहायता कर सकूं?,2,0
DEF589, डीईएफ589,0,0
prakashrajacccvvg@gmail.com, prakashrajacccvvg@gmail.com,2,0
Alright! Please allow me a moment while I allot a middle seat for you.," ठीक है! कृपया मुझे एक क्षण की अनुमति दें, जबकि मैं आपके लिए बीच की सीट आवंटित करता हूं।",2,0
no thanks," जी नहीं, धन्यवाद",3,1
"Good morning! You've reached Vistara Indian Airlines, how may I help you today?"," सुबह बख़ैर! आप विस्तारा इंडियन एयरलाइंस पहुंच गए हैं, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
Sure thing! May I know your last name and your booking confirmation number?, अवश्य! क्या मैं आपका अंतिम नाम और आपकी बुकिंग पुष्टिकरण संख्या जान सकता हूँ?,2,0
thanks thats all, धन्यवाद बस इतना ही,3,2
I would like to air Asia, मैं एशिया को प्रसारित करना चाहूंगा,2,0
"You're welcome, I see that there's only one Aisle seat that is A7. Will that be fine with you?"," आपका स्वागत है, मैं देख रहा हूँ कि यहाँ केवल एक Aisle सीट है जो A7 है। क्या यह आपके साथ ठीक रहेगा?",2,2
last name is kumar, अंतिम नाम कुमारी है,2,0
"Thank you for staying connected. As per the confirmation number, you're assigned a window seat T7. Would you need anything else?"," जुड़े रहने के लिए धन्यवाद। कन्फर्मेशन नंबर के अनुसार, आपको विंडो सीट T7 दी गई है। क्या आपको कुछ और चाहिए होगा?",3,2
Great! Could you please specify the seat you'd prefer to have?, महान! क्या आप कृपया वह सीट निर्दिष्ट कर सकते हैं जिसे आप लेना पसंद करेंगे?,3,2
hi, नमस्ते,2,0
u78y45, u78y45,0,0
I NEED TO BOOK TICKETS, मुझे टिकट बुक करने की आवश्यकता है,1,0
"Fantastic! Here's your seat number K17 which is a window seat, Is that okay for you?"," ज़बरदस्त! ये रहा आपकी सीट नंबर K17 जो कि विंडो सीट है, क्या यह आपके लिए ठीक है?",3,2
"thanks, Bella Adam"," धन्यवाद, बेला एडम",3,0
Hello! Good morning. You've reached LMT Airways. How may I assist you today?, नमस्ते! सुबह बख़ैर। आप एलएमटी एयरवेज पहुंच गए हैं। आज मैं आपकी मदद किस तरह कर सकता हूँ?,3,0
hi, नमस्ते,2,0
Hello there! You're talking to the Customer Executive from VS Airlines! How may I help you today?,नमस्ते! आप वीएस एयरलाइंस के ग्राहक कार्यकारी से बात कर रहे हैं! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
Yes! I'll surely check that for you. I'll require your details to access your account. May I know your full name please?,हाँ! मैं निश्चित रूप से आपके लिए इसकी जांच करूंगा। आपके खाते तक पहुंचने के लिए मुझे आपके विवरण की आवश्यकता होगी। क्या मैं आपका पूरा नाम जान सकता हूँ?,3,0
yes cleared, हाँ साफ़ हो गया,2,0
"thank you so much, nothing more, bye  "," बहुत बहुत धन्यवाद, और कुछ नहीं, अलविदा",3,0
"Nothing else, Thank you for your information. Have a nice day to chat with you. "," और कुछ नहीं, आपकी जानकारी के लिए धन्यवाद। आपके साथ चैट करने के लिए एक अच्छा दिन है।",3,0
Sep' 08 2018, सितम्बर '08 2018,0,0
want to check my seat assignment, मेरी सीट असाइनमेंट जांचना चाहते हैं,2,0
yes sure my name is james and  the booking confirmation number is qzwj59, हाँ यकीन है कि मेरा नाम जेम्स है और बुकिंग पुष्टिकरण संख्या qzwj59 . है,2,0
ok, ठीक है,2,0
Okay, ठीक,2,2
Awesome! Could you please help me with your seat number?, बहुत बढ़िया! क्या आप कृपया मुझे अपने सीट नंबर के साथ मदद कर सकते हैं?,3,2
Sure! I'll just check if there is any window seat available on the flight! Please allow me a moment., ज़रूर! मैं अभी जाँच करूँगा कि क्या फ़्लाइट में कोई विंडो सीट उपलब्ध है! कृपया मुझे एक क्षण की अनुमति दें।,3,0
ok, ठीक है,2,0
Definitely! I'd be glad to help you with that. Could you please share your last name and your booking confirmation number?, निश्चित रूप से! मुझे इसमें आपकी मदद करने में खुशी होगी। क्या आप कृपया अपना अंतिम नाम और अपनी बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?,3,2
2,2,0,0
Hi I booked a plane ticket few weeks back. I wanted to check the seat assignment for it can you help ?," नमस्ते मैंने कुछ हफ्ते पहले हवाई जहाज का टिकट बुक किया था। मैं सीट असाइनमेंट की जांच करना चाहता था, क्या आप मदद कर सकते हैं?",3,0
no thanks," जी नहीं, धन्यवाद",3,1
DCR480, डीसीआर480,0,0
I'll provide you with the boarding pass. Could you help me out with your full name and the booking confirmation number?, मैं आपको बोर्डिंग पास प्रदान करूंगा। क्या आप अपना पूरा नाम और बुकिंग पुष्टिकरण नंबर के साथ मेरी मदद कर सकते हैं?,3,0
hi, नमस्ते,2,0
"As I've checked with the resources, I see that the seat allotted to you is the aisle seat which is F1."," जैसा कि मैंने संसाधनों के साथ जाँच की है, मैं देखता हूँ कि आपको आवंटित सीट गलियारे की सीट है जो F1 है।",2,0
My pleasure! Will there be anything else I may help you in?, मेरा सौभाग्य! क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,3,2
FROM KOLKATA TO CHANDIGARH, कोलकाता से चंडीगढ़ तक,0,0
"Great! Thank you so much for being patient and baring with me. I hope you have a safe journey, Have a amazing time on the fight. I hope you have a great day ahead! Goodbye.]","महान! सब्र रखने और मेरे साथ बने रहने के लिए आपका बहुत-बहुत धन्यवाद। मुझे आशा है कि आपके पास एक सुरक्षित यात्रा है, लड़ाई पर एक अद्भुत समय है। मुझे आशा है कि आपके आगे एक अच्छा दिन होगा! अलविदा।]",3,2
yes, हां,2,0
Also sent it to my phone also 8769876786, इसे मेरे फोन पर भी भेजा 8769876786,0,0
Yeah I am okay., हाँ मैं ठीक हूँ।,2,0
"Good news! There's window seat PH4 available for you, will that be fine for you? "," खुशखबरी! आपके लिए विंडो सीट PH4 उपलब्ध है, क्या यह आपके लिए ठीक रहेगा?",3,2
ok, ठीक है,2,0
Wonderful! Please feel free to reach out to us for further queries. Have an amazing journey. Bye., अद्भुत! कृपया आगे के प्रश्नों के लिए हमसे बेझिझक संपर्क करें। एक अद्भुत यात्रा करें। अलविदा।,3,2
I, मैं,1,0
"Hello there good morning! Sky high customer services, How may I help you today?"," नमस्ते वहाँ सुप्रभात! स्काई हाई कस्टमर सर्विसेज, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
"Thanks for being patient, I'd like to inform you that the best deal I found for you is with American airways which is at 11:00 A.M to 1:25 P.M for $230 per person. Would you like to take that? "," धैर्य रखने के लिए धन्यवाद, मैं आपको सूचित करना चाहता हूं कि मुझे आपके लिए सबसे अच्छा सौदा अमेरिकी एयरवेज के साथ मिला है जो प्रति व्यक्ति $230 के लिए सुबह 11:00 बजे से दोपहर 1:25 बजे तक है। क्या आप इसे लेना चाहेंगे?",3,2
ok, ठीक है,2,0
arun pandi@gmail.com, अरुण पंडी@gmail.com,0,0
check my seat assignment, मेरी सीट असाइनमेंट की जाँच करें,2,0
check my seat  assignment, मेरी सीट असाइनमेंट की जाँच करें,2,0
I Want my boarding pass will you provide to me., मुझे मेरा बोर्डिंग पास चाहिए क्या आप मुझे प्रदान करेंगे।,3,0
"Hello there! Sky high customer services, How may I help you today?"," नमस्ते! स्काई हाई कस्टमर सर्विसेज, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
johnwest454@gmail.com, johnwest454@gmail.com,1,0
"Sure, we are here to assist you always! May I know your last name please?"," ज़रूर, हम यहाँ हमेशा आपकी सहायता के लिए हैं! क्या मैं आपका अंतिम नाम जान सकता हूँ?",3,0
check my seat assignment, मेरी सीट असाइनमेंट की जाँच करें,2,0
"As I see, the seat allotted to you is D2 which is an aisle seat."," जैसा कि मैं देख रहा हूं, आपको आवंटित सीट D2 है जो एक गलियारे वाली सीट है।",1,0
Hello! You've been connected to StarAirwyas. How may I assist you?, नमस्ते! आप StarAirwyas से जुड़ चुके हैं। मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
i need to my seat assignment, मुझे अपने सीट असाइनमेंट की आवश्यकता है,2,0
DEER, हिरन,0,0
ok, ठीक है,2,0
Could you also help me with the booking confirmation number?, क्या आप बुकिंग कन्फर्मेशन नंबर में भी मेरी मदद कर सकते हैं?,3,0
"Ok I am very happy, i like it seat"," ठीक है मैं बहुत खुश हूँ, मुझे यह सीट पसंद है",2,2
Sure. I'll check the seat assignment and will get back to you in a while., ज़रूर। मैं सीट असाइनमेंट की जाँच करूँगा और थोड़ी देर में आपसे संपर्क करूँगा।,2,0
My last name is Mary and No. is 6HCF56, मेरा अंतिम नाम मैरी है और नंबर 6HCF56 है,1,0
OK BYEE, ठीक अलविदा,2,0
Thanks! I'd like to inform you that the confirmation link has been sent to your email address., धन्यवाद! मैं आपको सूचित करना चाहता हूं कि पुष्टिकरण लिंक आपके ईमेल पते पर भेज दिया गया है।,3,0
RVT458, आरवीटी458,0,0
MIDDLE SEAT, मध्य सीट,0,0
Hello! You've been connected to StarAirwyas. How may I assist you?, नमस्ते! आप StarAirwyas से जुड़ चुके हैं। मैं आपकी कैसे सहायता कर सकता हूँ?,3,0
"Sure, sounds good"," ज़रूर, अच्छा लगता है",2,2
"Good morning! You've reached Alliance Airways Customer service, how may I help you?  "," सुबह बख़ैर! आप एलायंस एयरवेज ग्राहक सेवा तक पहुँच चुके हैं, मैं आपकी कैसे मदद कर सकता हूँ?",3,0
"sure, my phone number is 845943231"," ज़रूर, मेरा फ़ोन नंबर 845943231 है",2,0
no thanks," जी नहीं, धन्यवाद",3,1
You're welcome! Is there anything else that I may help you with?,आपका स्वागत है! क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,2,2
"Awesome, Thank you for waiting. As I've checked with my system, you have been assigned a window seat and your seat number is S12. Is that okay?","बहुत बढ़िया, प्रतीक्षा करने के लिए धन्यवाद। जैसा कि मैंने अपने सिस्टम से जाँच की है, आपको एक विंडो सीट दी गई है और आपकी सीट संख्या S12 है। क्या ये ठीक है?",3,2
Awesome! The boarding pass will be sent to the updated email address shortly., बहुत बढ़िया! बोर्डिंग पास जल्द ही अपडेट किए गए ईमेल पते पर भेजा जाएगा।,3,2
My pleasure! Thank you for reaching out to us. Good day!, मेरा सौभाग्य! हमसे संपर्क की पहल के लिए आपका धन्यवाद। अच्छा दिन!,3,2
"Appreciate your patience! Your seat is 15F, Aisle seat. Anything else I may help you with?"," अपने धैर्य की सराहना! आपकी सीट 15F, आइल सीट है। कुछ और मैं आपकी मदद कर सकता हूँ?",2,2
"Thank you Meenakshi, please give me a minute to proceed further. "," धन्यवाद मीनाक्षी, कृपया मुझे आगे बढ़ने के लिए एक मिनट दें।",3,0
"Awesome! Thanks for reaching out to us, hope you have a wonderful trip ahead. "," बहुत बढ़िया! हमसे संपर्क करने के लिए धन्यवाद, आशा है कि आपकी आगे की यात्रा शानदार रही होगी।",3,2
Fantastic! Your tickets have been confirmed and you'll be receiving a confirmation mail with the link to make the payment. Is there anything else I might help you with?, ज़बरदस्त! आपके टिकटों की पुष्टि हो गई है और आपको भुगतान करने के लिए लिंक के साथ एक पुष्टिकरण मेल प्राप्त होगा। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
hello, नमस्ते,2,0
Perfect! Please allow me a moment to check the details and get back to you., उत्तम! कृपया मुझे विवरणों की जांच करने और आपसे संपर्क करने के लिए कुछ समय दें।,3,2
"Wonderful! Well Mr.Ram , your booking as been confirmed and your seat number is K12 which is a window seat, Is that okay for you?"," अद्भुत! ठीक है श्रीमान, आपकी बुकिंग की पुष्टि हो गई है और आपकी सीट संख्या K12 है जो एक विंडो सीट है, क्या यह आपके लिए ठीक है?",3,2
Welcome to PilotAirlines! You're talking to the Customer Executive! How may I help you today?, पायलट एयरलाइंस में आपका स्वागत है! आप ग्राहक कार्यकारी से बात कर रहे हैं! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
HI, नमस्ते,2,0
No problem at all. Thank you for the confirmation. I've made the necessary changes. Would that be all?, बिल्कुल भी परेशानी नहीं है। पुष्टिकरण के लिए धन्यवाद। मैंने आवश्यक परिवर्तन किए हैं। क्या वह सब होगा?,3,2
That is all I needed., मुझे बस इतना ही चाहिए था।,1,0
sorry. arrange me?, माफ़ करना। मुझे व्यवस्थित करो?,2,0
and it's an one-way only, और यह केवल एकतरफा है,0,0
"Perfect! Thank you for that Me.Salini. Please allow me a moment, while I get this done for you.","उत्तम! उसके लिए धन्यवाद मैं।सालिनी। कृपया मुझे एक क्षण की अनुमति दें, जबकि मैं यह आपके लिए करवाता हूं।",3,2
OK, ठीक है,2,0
OK, ठीक है,2,0
i'am fine, मैं ठीक हूं,1,2
Could you please specify the query?, क्या आप कृपया क्वेरी निर्दिष्ट कर सकते हैं?,3,0
its okay, कोई बात नहीं,2,0
I'll help you out with that. May I know your full name and the booking confirmation number?, मैं इसमें आपकी मदद करूंगा। क्या मैं आपका पूरा नाम और बुकिंग पुष्टिकरण संख्या जान सकता हूँ?,3,0
That's great! What's your preferred date of travelling?, एक दम बढ़िया! यात्रा की आपकी पसंदीदा तारीख क्या है?,2,2
Great! Please specify the type of seat you'd like to have as well., महान! कृपया यह भी निर्दिष्ट करें कि आप किस प्रकार की सीट लेना चाहते हैं।,3,2
That's perfect! Please give me a minute to check the seat number., यह बिल्कुल सही है! कृपया मुझे सीट संख्या जांचने के लिए एक मिनट दें।,3,2
I'll send you the boarding pass right away. May I know your full name and the booking confirmation number?, मैं आपको तुरंत बोर्डिंग पास भेजूंगा। क्या मैं आपका पूरा नाम और बुकिंग पुष्टिकरण संख्या जान सकता हूँ?,3,0
no thanks," जी नहीं, धन्यवाद",3,1
Awesome! Thank you for reaching out to us. Have a memorable journey. Bye., बहुत बढ़िया! हमसे संपर्क की पहल के लिए आपका धन्यवाद। यादगार यात्रा हो। अलविदा।,3,2
thudgf5, थडगफ5,0,0
hjk456, एचजेके456,2,0
"Fantastic! Thanks a lot for reaching to us, It was really nice talking to you. I hope you enjoy the journey. Have a great day ahead! Buhbye! :)"," ज़बरदस्त! हम तक पहुंचने के लिए बहुत-बहुत धन्यवाद, आपसे बात करके बहुत अच्छा लगा। मुझे आशा है कि आप यात्रा का आनंद लेंगे। आगे एक महान दिन हो! टाटा! :)",3,2
"Sure! I'll change that for you right away!
",ज़रूर! मैं इसे आपके लिए तुरंत बदल दूँगा!,3,0
Superb! Could you please give me a minute to check with the resources., शानदार! क्या आप कृपया मुझे संसाधनों की जांच करने के लिए एक मिनट दे सकते हैं।,3,2
Thank you for waiting. Your patience is greatly appreciated. Your seat number is B3 and it is an aisle. Is there anything else I might help you with?, प्रतीक्षा के लिए धन्यवाद। आपके धैर्य की बहुत सराहना की जाती है। आपकी सीट संख्या B3 है और यह एक गलियारा है। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,2
HII, HII,2,0
You're always welcome! Please do reach out to us in case of any queries. Have a great day and a safe journey!, आपका हमेशा स्वागत है! कृपया किसी भी प्रश्न के मामले में हमसे संपर्क करें। आपका दिन शुभ हो और सुरक्षित यात्रा हो!,3,2
"Nothing else, Thank you for your Booking. Have a nice day to chat with you. "," और कुछ नहीं, आपकी बुकिंग के लिए धन्यवाद। आपके साथ चैट करने के लिए एक अच्छा दिन है।",3,0
"yes, confirm it. thanks"," हाँ, इसकी पुष्टि करें। धन्यवाद",3,0
NAME: KAVI, नाम: कवि,0,0
"Alright! I've booked your flight on 08/25/2018 at 4:00 PM from Owings Mills, MD to Crystal Lake, IL through Delta Airways and It is going to cost you $250 for one passenger. Would you please help me with the number of passengers?","ठीक है! मैंने आपकी उड़ान 08/25/2018 को शाम 4:00 बजे ओविंग्स मिल्स, एमडी से क्रिस्टल लेक, आईएल के लिए डेल्टा एयरवेज के माध्यम से बुक की है और एक यात्री के लिए इसकी कीमत 250 डॉलर है। क्या आप कृपया यात्रियों की संख्या के बारे में मेरी मदद करेंगे?",3,1
OK NO THANKS, ठीक है नहीं धन्यवाद,3,1
I prefer aisle seat can you book the same, मुझे गलियारा सीट पसंद है क्या आप इसे बुक कर सकते हैं,3,0
Hey there! Good morning. You're connected to LMT Airways. How may I help you?, सुनो! सुबह बख़ैर। आप एलएमटी एयरवेज से जुड़े हैं। क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
OKAY, ठीक है,2,0
You're welcome! Thank you for reaching out to us. Good day!, आपका स्वागत है! हमसे संपर्क की पहल के लिए आपका धन्यवाद। अच्छा दिन!,3,2
My number is 565656, मेरा नंबर है 565656,1,0
Good evening!, सुसंध्या!,3,2
Thanks for being patient. I'd like to inform you that the best deal I've found for you is with Jet Airways on 07 September 2018 at 8:25 a.m to 11:20 a.m for $120 per ticket. Would you want me to book that?, धैर्य रखने के लिए धन्यवाद। मैं आपको सूचित करना चाहता हूं कि मैंने आपके लिए सबसे अच्छी डील 07 सितंबर 2018 को जेट एयरवेज के साथ सुबह 8:25 बजे से 11:20 बजे तक 120 डॉलर प्रति टिकट पर की है। क्या आप चाहते हैं कि मैं इसे बुक कर दूं?,3,1
Thank you very much, आपका बहुत बहुत धन्यवाद,3,2
"I would like to find out my seat assignment also, please.", कृपया मुझे अपना सीट असाइनमेंट भी पता करना है।,3,0
"As I've checked with the resources, I see that the seat allotted to you is the aisle seat which is G4."," जैसा कि मैंने संसाधनों के साथ जांच की है, मैं देखता हूं कि आपको आवंटित सीट गलियारा सीट है जो जी 4 है।",2,0
"Thanks for been connected! I highly appreciate your patience! I've checked with my system, You are assigned middle seat and the number is B1. "," जुड़े रहने के लिए धन्यवाद! मैं आपके धैर्य की अत्यधिक सराहना करता हूँ! मैंने अपने सिस्टम से जाँच की है, आपको बीच की सीट दी गई है और संख्या B1 है।",3,2
You're most welcome. thank you for reaching out to us. Good day!, आपका स्वागत है। हमसे संपर्क की पहल के लिए आपका धन्यवाद। अच्छा दिन!,3,2
RAM, टक्कर मारना,0,0
Hello Jacks! Its my pleasure assisting you. Could you please share your booking confirmation number?,हैलो जैक्स! यह मेरी खुशी है कि आपकी सहायता कर रहा हूं। क्या आप कृपया अपनी बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?,3,2
Sure! I'll just check if there is any middle seat available on the flight! Please allow me a moment.,ज़रूर! मैं अभी जाँच करूँगा कि क्या उड़ान में कोई बीच की सीट उपलब्ध है! कृपया मुझे एक क्षण की अनुमति दें।,3,0
I'm glad to assist you Tina! Could you please share the booking confirmation number?, मुझे आपकी सहायता करने में खुशी हो रही है टीना! क्या आप कृपया बुकिंग पुष्टिकरण संख्या साझा कर सकते हैं?,3,2
"Great! Thank you for visiting us, wish to serve you again. Have a wonderful journey!"," महान! हमारे पास आने के लिए धन्यवाद, मैं फिर से आपकी सेवा करना चाहता हूं। एक अद्भुत यात्रा लो!",3,2
"Fantastic! I've sent your boarding pass to your given email address. Would there be anything else that I may help you with?
", ज़बरदस्त! मैंने आपका बोर्डिंग पास आपके दिए गए ईमेल पते पर भेज दिया है। क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,3,2
my seat assignment, मेरी सीट असाइनमेंट,1,0
hi, नमस्ते,2,0
"PLEASE, CAN YOU CHANGE MY BOARDING PASS"," कृपया, क्या आप मेरा बोर्डिंग पास बदल सकते हैं",2,0
"Thanks for been connected! I highly appreciate your patience! I've checked with my system, You are assigned middle seat and the number is H1. "," जुड़े रहने के लिए धन्यवाद! मैं आपके धैर्य की अत्यधिक सराहना करता हूँ! मैंने अपने सिस्टम से जाँच की है, आपको बीच की सीट दी गई है और संख्या H1 है।",3,2
"Thank you Raj, may I know the email address or phone number please?"," धन्यवाद राज, क्या मुझे ईमेल पता या फोन नंबर पता हो सकता है?",3,0
Chennai to Delhi, चेन्नई से दिल्ली,2,0
Sarabia, सरबिया,0,0
i want to need to check my seat arrangment, मुझे अपनी सीट व्यवस्था की जांच करनी है,2,0
Hi, नमस्ते,2,0
Alright! On which name would you like to book the tickets? And also please provide the email address?, ठीक है! आप किस नाम से टिकट बुक करना चाहेंगे? और कृपया ईमेल पता भी प्रदान करें?,3,0
You're always welcome! Please do reach out to us in case of any queries. Have a great day and a safe journey!, आपका हमेशा स्वागत है! कृपया किसी भी प्रश्न के मामले में हमसे संपर्क करें। आपका दिन शुभ हो और सुरक्षित यात्रा हो!,3,2
FIRST CLASS AND 5 TICKET, प्रथम श्रेणी और 5 टिकट,0,2
no thanks," जी नहीं, धन्यवाद",3,1
william@mail.com, विलियम@mail.com,0,0
"Anything else I may help you out with today?
", कुछ और मैं आज आपकी मदद कर सकता हूं?,2,0
hi, नमस्ते,2,0
"Marely Mccann
", मरेली मैककैन,0,0
"Amazing! Good news! I've sent an email, please check your inbox. However, if you didn't receive the email. let me know I'll resend it. I hope that is useful?","अद्भुत! खुशखबरी! मैंने एक ईमेल भेजा है, कृपया अपना इनबॉक्स देखें। हालांकि, अगर आपको ईमेल प्राप्त नहीं हुआ है। मुझे बताएं कि मैं इसे फिर से भेजूंगा। मुझे आशा है कि यह उपयोगी है?",3,2
I need to book a one way flight please, कृपया मुझे एकतरफा उड़ान बुक करने की आवश्यकता है,3,0
from new york to san franscisco, न्यूयॉर्क से सैन फ्रांसिस्को तक,2,0
"I need to Check my Seat assignment, can you help me on that ?"," मुझे अपना सीट असाइनमेंट चेक करना है, क्या आप इसमें मेरी मदद कर सकते हैं?",3,0
Nothing else, और कुछ नहीं,2,0
Booking number A3CT56., बुकिंग नंबर A3CT56।,2,0
THANK YOU, धन्यवाद,3,2
